vot_proCodigoProvincia,vot_depCodigoDepartamento,vot_munCodigoMunicipio,vot_mesCodigoCircuito,vot_mesCodigoMesa,vot_mesCodSexo,vot_parCodigo,ordenPartidos,votVotosPartido,votOrdenActa,rowid
04,001,112,0013G,2611,X,0132,5,2,,514596
04,001,112,0013G,2611,X,0133,6,7,,514597
04,001,112,0013G,2611,X,0134,7,4,,514598
04,001,112,0013G,2611,X,0135,8,77,,514599
04,001,112,0013G,2611,X,0136,9,2,,514600
04,001,112,0013G,2611,X,0137,10,14,,514601
04,001,112,0013G,2611,X,0138,11,100,,514602
04,001,112,0013G,2612,X,0013,1,2,,514603
04,001,112,0013G,2612,X,0057,2,0,,514604
04,001,112,0013G,2612,X,0081,3,1,,514605
04,001,112,0013G,2612,X,0131,4,29,,514606
04,001,112,0013G,2612,X,0132,5,2,,514607
04,001,112,0013G,2612,X,0133,6,10,,514608
04,001,112,0013G,2612,X,0134,7,3,,514609
04,001,112,0013G,2612,X,0135,8,83,,514610
04,001,112,0013G,2612,X,0136,9,3,,514611
04,001,112,0013G,2612,X,0137,10,13,,514612
04,001,112,0013G,2612,X,0138,11,12,,514613
04,001,112,0013G,2613,X,0013,1,4,,514614
04,001,112,0013G,2613,X,0057,2,1,,514615
04,001,112,0013G,2613,X,0081,3,5,,514616
04,001,112,0013G,2613,X,0131,4,24,,514617
04,001,112,0013G,2613,X,0132,5,0,,514618
04,001,112,0013G,2613,X,0133,6,8,,514619
04,001,112,0013G,2613,X,0134,7,0,,514620
04,001,112,0013G,2613,X,0135,8,65,,514621
04,001,112,0013G,2613,X,0136,9,3,,514622
04,001,112,0013G,2613,X,0137,10,8,,514623
04,001,112,0013G,2613,X,0138,11,104,,514624
04,001,112,0013G,2614,X,0013,1,0,,514625
04,001,112,0013G,2614,X,0057,2,4,,514626
04,001,112,0013G,2614,X,0081,3,2,,514627
04,001,112,0013G,2614,X,0131,4,13,,514628
04,001,112,0013G,2614,X,0132,5,0,,514629
04,001,112,0013G,2614,X,0133,6,8,,514630
04,001,112,0013G,2614,X,0134,7,5,,514631
04,001,112,0013G,2614,X,0135,8,72,,514632
04,001,112,0013G,2614,X,0136,9,0,,514633
04,001,112,0013G,2614,X,0137,10,11,,514634
04,001,112,0013G,2614,X,0138,11,102,,514635
04,001,112,0013G,2615,X,0013,1,2,,514636
04,001,112,0013G,2615,X,0057,2,2,,514637
04,001,112,0013G,2615,X,0081,3,0,,514638
04,001,112,0013G,2615,X,0131,4,35,,514639
04,001,112,0013G,2615,X,0132,5,0,,514640
04,001,112,0013G,2615,X,0133,6,4,,514641
04,001,112,0013G,2615,X,0134,7,3,,514642
04,001,112,0013G,2615,X,0135,8,87,,514643
04,001,112,0013G,2615,X,0136,9,1,,514644
04,001,112,0013G,2615,X,0137,10,8,,514645
04,001,112,0013G,2615,X,0138,11,104,,514646
04,001,112,0013G,2616,X,0013,1,0,,514647
04,001,112,0013G,2616,X,0057,2,1,,514648
04,001,112,0013G,2616,X,0081,3,0,,514649
04,001,112,0013G,2616,X,0131,4,21,,514650
04,001,112,0013G,2616,X,0132,5,4,,514651
04,001,112,0013G,2616,X,0133,6,5,,514652
04,001,112,0013G,2616,X,0134,7,6,,514653
04,001,112,0013G,2616,X,0135,8,71,,514654
04,001,112,0013G,2616,X,0136,9,0,,514655
04,001,112,0013G,2616,X,0137,10,6,,514656
04,001,112,0013G,2616,X,0138,11,27,,514657
04,001,112,0013G,2617,X,0013,1,0,,514658
04,001,112,0013G,2617,X,0057,2,1,,514659
04,001,112,0013G,2617,X,0081,3,1,,514660
04,001,112,0013G,2617,X,0131,4,23,,514661
04,001,112,0013G,2617,X,0132,5,7,,514662
04,001,112,0013G,2617,X,0133,6,10,,514663
04,001,112,0013G,2617,X,0134,7,2,,514664
04,001,112,0013G,2617,X,0135,8,89,,514665
04,001,112,0013G,2617,X,0136,9,3,,514666
04,001,112,0013G,2617,X,0137,10,9,,514667
04,001,112,0013G,2617,X,0138,11,98,,514668
04,001,112,0013G,2618,X,0013,1,0,,514669
04,001,112,0013G,2618,X,0057,2,0,,514670
04,001,112,0013G,2618,X,0081,3,1,,514671
04,001,112,0013G,2618,X,0131,4,22,,514672
04,001,112,0013G,2618,X,0132,5,5,,514673
04,001,112,0013G,2618,X,0133,6,6,,514674
04,001,112,0013G,2618,X,0134,7,1,,514675
04,001,112,0013G,2618,X,0135,8,81,,514676
04,001,112,0013G,2618,X,0136,9,2,,514677
04,001,112,0013G,2618,X,0137,10,16,,514678
04,001,112,0013G,2618,X,0138,11,104,,514679
04,001,112,0013G,2619,X,0013,1,3,,514680
04,001,112,0013G,2619,X,0057,2,0,,514681
04,001,112,0013G,2619,X,0081,3,1,,514682
04,001,112,0013G,2619,X,0131,4,24,,514683
04,001,112,0013G,2619,X,0132,5,3,,514684
04,001,112,0013G,2619,X,0133,6,8,,514685
04,001,112,0013G,2619,X,0134,7,0,,514686
04,001,112,0013G,2619,X,0135,8,89,,514687
04,001,112,0013G,2619,X,0136,9,0,,514688
04,001,112,0013G,2619,X,0137,10,8,,514689
04,001,112,0013G,2619,X,0138,11,103,,514690
04,001,112,0013G,2620,X,0013,1,0,,514691
04,001,112,0013G,2620,X,0057,2,1,,514692
04,001,112,0013G,2620,X,0081,3,2,,514693
04,001,112,0013G,2620,X,0131,4,17,,514694
04,001,112,0013G,2620,X,0132,5,5,,514695
04,001,112,0013G,2620,X,0133,6,6,,514696
04,001,112,0013G,2620,X,0134,7,1,,514697
04,001,112,0013G,2620,X,0135,8,66,,514698
04,001,112,0013G,2620,X,0136,9,3,,514699
04,001,112,0013G,2620,X,0137,10,8,,514700
04,001,112,0013G,2620,X,0138,11,113,,514701
04,001,112,0013G,2621,X,0013,1,2,,514702
04,001,112,0013G,2621,X,0057,2,0,,514703
04,001,112,0013G,2621,X,0081,3,1,,514704
04,001,112,0013G,2621,X,0131,4,23,,514705
04,001,112,0013G,2621,X,0132,5,8,,514706
04,001,112,0013G,2621,X,0133,6,13,,514707
04,001,112,0013G,2621,X,0134,7,1,,514708
04,001,112,0013G,2621,X,0135,8,83,,514709
04,001,112,0013G,2621,X,0136,9,1,,514710
04,001,112,0013G,2621,X,0137,10,18,,514711
04,001,112,0013G,2621,X,0138,11,93,,514712
04,001,112,0013G,2622,X,0013,1,5,,514713
04,001,112,0013G,2622,X,0057,2,3,,514714
04,001,112,0013G,2622,X,0081,3,0,,514715
04,001,112,0013G,2622,X,0131,4,29,,514716
04,001,112,0013G,2622,X,0132,5,2,,514717
04,001,112,0013G,2622,X,0133,6,6,,514718
04,001,112,0013G,2622,X,0134,7,2,,514719
04,001,112,0013G,2622,X,0135,8,59,,514720
04,001,112,0013G,2622,X,0136,9,1,,514721
04,001,112,0013G,2622,X,0137,10,14,,514722
04,001,112,0013G,2622,X,0138,11,118,,514723
04,001,112,0013G,2623,X,0013,1,2,,514724
04,001,112,0013G,2623,X,0057,2,2,,514725
04,001,112,0013G,2623,X,0081,3,5,,514726
04,001,112,0013G,2623,X,0131,4,23,,514727
04,001,112,0013G,2623,X,0132,5,4,,514728
04,001,112,0013G,2623,X,0133,6,12,,514729
04,001,112,0013G,2623,X,0134,7,0,,514730
04,001,112,0013G,2623,X,0135,8,81,,514731
04,001,112,0013G,2623,X,0136,9,2,,514732
04,001,112,0013G,2623,X,0137,10,12,,514733
04,001,112,0013G,2623,X,0138,11,114,,514734
04,001,112,0013G,2624,X,0013,1,1,,514735
04,001,112,0013G,2624,X,0057,2,2,,514736
04,001,112,0013G,2624,X,0081,3,2,,514737
04,001,112,0013G,2624,X,0131,4,29,,514738
04,001,112,0013G,2624,X,0132,5,3,,514739
04,001,112,0013G,2624,X,0133,6,2,,514740
04,001,112,0013G,2624,X,0134,7,1,,514741
04,001,112,0013G,2624,X,0135,8,68,,514742
04,001,112,0013G,2624,X,0136,9,0,,514743
04,001,112,0013G,2624,X,0137,10,13,,514744
04,001,112,0013G,2624,X,0138,11,100,,514745
04,001,112,0013G,2625,X,0013,1,3,,514746
04,001,112,0013G,2625,X,0057,2,2,,514747
04,001,112,0013G,2625,X,0081,3,2,,514748
04,001,112,0013G,2625,X,0131,4,34,,514749
04,001,112,0013G,2625,X,0132,5,0,,514750
04,001,112,0013G,2625,X,0133,6,6,,514751
04,001,112,0013G,2625,X,0134,7,3,,514752
04,001,112,0013G,2625,X,0135,8,69,,514753
04,001,112,0013G,2625,X,0136,9,0,,514754
04,001,112,0013G,2625,X,0137,10,15,,514755
04,001,112,0013G,2625,X,0138,11,105,,514756
04,001,112,0013G,2626,X,0013,1,2,,514757
04,001,112,0013G,2626,X,0057,2,0,,514758
04,001,112,0013G,2626,X,0081,3,3,,514759
04,001,112,0013G,2626,X,0131,4,25,,514760
04,001,112,0013G,2626,X,0132,5,0,,514761
04,001,112,0013G,2626,X,0133,6,4,,514762
04,001,112,0013G,2626,X,0134,7,1,,514763
04,001,112,0013G,2626,X,0135,8,82,,514764
04,001,112,0013G,2626,X,0136,9,1,,514765
04,001,112,0013G,2626,X,0137,10,15,,514766
04,001,112,0013G,2626,X,0138,11,101,,514767
04,001,112,0013G,2627,X,0013,1,0,,514768
04,001,112,0013G,2627,X,0057,2,0,,514769
04,001,112,0013G,2627,X,0081,3,1,,514770
04,001,112,0013G,2627,X,0131,4,32,,514771
04,001,112,0013G,2627,X,0132,5,5,,514772
04,001,112,0013G,2627,X,0133,6,9,,514773
04,001,112,0013G,2627,X,0134,7,5,,514774
04,001,112,0013G,2627,X,0135,8,79,,514775
04,001,112,0013G,2627,X,0136,9,1,,514776
04,001,112,0013G,2627,X,0137,10,15,,514777
04,001,112,0013G,2627,X,0138,11,102,,514778
04,001,112,0013G,2628,X,0013,1,0,,514779
04,001,112,0013G,2628,X,0057,2,0,,514780
04,001,112,0013G,2628,X,0081,3,0,,514781
04,001,112,0013G,2628,X,0131,4,0,,514782
04,001,112,0013G,2628,X,0132,5,0,,514783
04,001,112,0013G,2628,X,0133,6,0,,514784
04,001,112,0013G,2628,X,0134,7,0,,514785
04,001,112,0013G,2628,X,0135,8,0,,514786
04,001,112,0013G,2628,X,0136,9,0,,514787
04,001,112,0013G,2628,X,0137,10,0,,514788
04,001,112,0013G,2628,X,0138,11,0,,514789
04,001,112,0013G,2629,X,0013,1,1,,514790
04,001,112,0013G,2629,X,0057,2,0,,514791
04,001,112,0013G,2629,X,0081,3,1,,514792
04,001,112,0013G,2629,X,0131,4,27,,514793
04,001,112,0013G,2629,X,0132,5,5,,514794
04,001,112,0013G,2629,X,0133,6,14,,514795
04,001,112,0013G,2629,X,0134,7,0,,514796
04,001,112,0013G,2629,X,0135,8,67,,514797
04,001,112,0013G,2629,X,0136,9,1,,514798
04,001,112,0013G,2629,X,0137,10,16,,514799
04,001,112,0013G,2629,X,0138,11,116,,514800
04,001,112,0013G,2630,X,0013,1,3,,514801
04,001,112,0013G,2630,X,0057,2,0,,514802
04,001,112,0013G,2630,X,0081,3,0,,514803
04,001,112,0013G,2630,X,0131,4,27,,514804
04,001,112,0013G,2630,X,0132,5,9,,514805
04,001,112,0013G,2630,X,0133,6,9,,514806
04,001,112,0013G,2630,X,0134,7,4,,514807
04,001,112,0013G,2630,X,0135,8,68,,514808
04,001,112,0013G,2630,X,0136,9,0,,514809
04,001,112,0013G,2630,X,0137,10,20,,514810
04,001,112,0013G,2630,X,0138,11,116,,514811
04,001,112,0013G,2631,X,0013,1,1,,514812
04,001,112,0013G,2631,X,0057,2,0,,514813
04,001,112,0013G,2631,X,0081,3,2,,514814
04,001,112,0013G,2631,X,0131,4,24,,514815
04,001,112,0013G,2631,X,0132,5,3,,514816
04,001,112,0013G,2631,X,0133,6,8,,514817
04,001,112,0013G,2631,X,0134,7,2,,514818
04,001,112,0013G,2631,X,0135,8,93,,514819
04,001,112,0013G,2631,X,0136,9,0,,514820
04,001,112,0013G,2631,X,0137,10,16,,514821
04,001,112,0013G,2631,X,0138,11,92,,514822
04,001,112,0013G,2632,X,0013,1,0,,514823
04,001,112,0013G,2632,X,0057,2,1,,514824
04,001,112,0013G,2632,X,0081,3,0,,514825
04,001,112,0013G,2632,X,0131,4,26,,514826
04,001,112,0013G,2632,X,0132,5,2,,514827
04,001,112,0013G,2632,X,0133,6,8,,514828
04,001,112,0013G,2632,X,0134,7,0,,514829
04,001,112,0013G,2632,X,0135,8,72,,514830
04,001,112,0013G,2632,X,0136,9,3,,514831
04,001,112,0013G,2632,X,0137,10,8,,514832
04,001,112,0013G,2632,X,0138,11,113,,514833
04,001,112,0013G,2633,X,0013,1,0,,514834
04,001,112,0013G,2633,X,0057,2,2,,514835
04,001,112,0013G,2633,X,0081,3,3,,514836
04,001,112,0013G,2633,X,0131,4,29,,514837
04,001,112,0013G,2633,X,0132,5,3,,514838
04,001,112,0013G,2633,X,0133,6,8,,514839
04,001,112,0013G,2633,X,0134,7,0,,514840
04,001,112,0013G,2633,X,0135,8,70,,514841
04,001,112,0013G,2633,X,0136,9,0,,514842
04,001,112,0013G,2633,X,0137,10,12,,514843
04,001,112,0013G,2633,X,0138,11,92,,514844
04,001,112,0013G,2634,X,0013,1,2,,514845
04,001,112,0013G,2634,X,0057,2,1,,514846
04,001,112,0013G,2634,X,0081,3,1,,514847
04,001,112,0013G,2634,X,0131,4,18,,514848
04,001,112,0013G,2634,X,0132,5,2,,514849
04,001,112,0013G,2634,X,0133,6,4,,514850
04,001,112,0013G,2634,X,0134,7,0,,514851
04,001,112,0013G,2634,X,0135,8,90,,514852
04,001,112,0013G,2634,X,0136,9,1,,514853
04,001,112,0013G,2634,X,0137,10,18,,514854
04,001,112,0013G,2634,X,0138,11,111,,514855
04,001,112,0013H,2635,X,0013,1,0,,514856
04,001,112,0013H,2635,X,0057,2,1,,514857
04,001,112,0013H,2635,X,0081,3,3,,514858
04,001,112,0013H,2635,X,0131,4,27,,514859
04,001,112,0013H,2635,X,0132,5,1,,514860
04,001,112,0013H,2635,X,0133,6,13,,514861
04,001,112,0013H,2635,X,0134,7,0,,514862
04,001,112,0013H,2635,X,0135,8,88,,514863
04,001,112,0013H,2635,X,0136,9,0,,514864
04,001,112,0013H,2635,X,0137,10,11,,514865
04,001,112,0013H,2635,X,0138,11,79,,514866
04,001,112,0013H,2636,X,0013,1,0,,514867
04,001,112,0013H,2636,X,0057,2,0,,514868
04,001,112,0013H,2636,X,0081,3,0,,514869
04,001,112,0013H,2636,X,0131,4,30,,514870
04,001,112,0013H,2636,X,0132,5,1,,514871
04,001,112,0013H,2636,X,0133,6,6,,514872
04,001,112,0013H,2636,X,0134,7,4,,514873
04,001,112,0013H,2636,X,0135,8,74,,514874
04,001,112,0013H,2636,X,0136,9,0,,514875
04,001,112,0013H,2636,X,0137,10,16,,514876
04,001,112,0013H,2636,X,0138,11,105,,514877
04,001,112,0013H,2637,X,0013,1,4,,514878
04,001,112,0013H,2637,X,0057,2,0,,514879
04,001,112,0013H,2637,X,0081,3,0,,514880
04,001,112,0013H,2637,X,0131,4,36,,514881
04,001,112,0013H,2637,X,0132,5,6,,514882
04,001,112,0013H,2637,X,0133,6,17,,514883
04,001,112,0013H,2637,X,0134,7,1,,514884
04,001,112,0013H,2637,X,0135,8,57,,514885
04,001,112,0013H,2637,X,0136,9,0,,514886
04,001,112,0013H,2637,X,0137,10,8,,514887
04,001,112,0013H,2637,X,0138,11,93,,514888
04,001,112,0013H,2638,X,0013,1,2,,514889
04,001,112,0013H,2638,X,0057,2,1,,514890
04,001,112,0013H,2638,X,0081,3,1,,514891
04,001,112,0013H,2638,X,0131,4,26,,514892
04,001,112,0013H,2638,X,0132,5,1,,514893
04,001,112,0013H,2638,X,0133,6,10,,514894
04,001,112,0013H,2638,X,0134,7,4,,514895
04,001,112,0013H,2638,X,0135,8,70,,514896
04,001,112,0013H,2638,X,0136,9,0,,514897
04,001,112,0013H,2638,X,0137,10,11,,514898
04,001,112,0013H,2638,X,0138,11,104,,514899
04,001,112,0013H,2639,X,0013,1,2,,514900
04,001,112,0013H,2639,X,0057,2,0,,514901
04,001,112,0013H,2639,X,0081,3,1,,514902
04,001,112,0013H,2639,X,0131,4,27,,514903
04,001,112,0013H,2639,X,0132,5,2,,514904
04,001,112,0013H,2639,X,0133,6,11,,514905
04,001,112,0013H,2639,X,0134,7,1,,514906
04,001,112,0013H,2639,X,0135,8,75,,514907
04,001,112,0013H,2639,X,0136,9,0,,514908
04,001,112,0013H,2639,X,0137,10,9,,514909
04,001,112,0013H,2639,X,0138,11,16,,514910
04,001,112,0013H,2640,X,0013,1,2,,514911
04,001,112,0013H,2640,X,0057,2,0,,514912
04,001,112,0013H,2640,X,0081,3,3,,514913
04,001,112,0013H,2640,X,0131,4,27,,514914
04,001,112,0013H,2640,X,0132,5,7,,514915
04,001,112,0013H,2640,X,0133,6,0,,514916
04,001,112,0013H,2640,X,0134,7,3,,514917
04,001,112,0013H,2640,X,0135,8,76,,514918
04,001,112,0013H,2640,X,0136,9,1,,514919
04,001,112,0013H,2640,X,0137,10,20,,514920
04,001,112,0013H,2640,X,0138,11,91,,514921
04,001,112,0013H,2641,X,0013,1,1,,514922
04,001,112,0013H,2641,X,0057,2,2,,514923
04,001,112,0013H,2641,X,0081,3,1,,514924
04,001,112,0013H,2641,X,0131,4,19,,514925
04,001,112,0013H,2641,X,0132,5,5,,514926
04,001,112,0013H,2641,X,0133,6,8,,514927
04,001,112,0013H,2641,X,0134,7,0,,514928
04,001,112,0013H,2641,X,0135,8,102,,514929
04,001,112,0013H,2641,X,0136,9,2,,514930
04,001,112,0013H,2641,X,0137,10,10,,514931
04,001,112,0013H,2641,X,0138,11,84,,514932
04,001,112,0013H,2642,X,0013,1,1,,514933
04,001,112,0013H,2642,X,0057,2,0,,514934
04,001,112,0013H,2642,X,0081,3,0,,514935
04,001,112,0013H,2642,X,0131,4,32,,514936
04,001,112,0013H,2642,X,0132,5,4,,514937
04,001,112,0013H,2642,X,0133,6,6,,514938
04,001,112,0013H,2642,X,0134,7,2,,514939
04,001,112,0013H,2642,X,0135,8,88,,514940
04,001,112,0013H,2642,X,0136,9,1,,514941
04,001,112,0013H,2642,X,0137,10,11,,514942
04,001,112,0013H,2642,X,0138,11,97,,514943
04,001,112,0013H,2643,X,0013,1,1,,514944
04,001,112,0013H,2643,X,0057,2,2,,514945
04,001,112,0013H,2643,X,0081,3,2,,514946
04,001,112,0013H,2643,X,0131,4,23,,514947
04,001,112,0013H,2643,X,0132,5,2,,514948
04,001,112,0013H,2643,X,0133,6,8,,514949
04,001,112,0013H,2643,X,0134,7,1,,514950
04,001,112,0013H,2643,X,0135,8,88,,514951
04,001,112,0013H,2643,X,0136,9,0,,514952
04,001,112,0013H,2643,X,0137,10,10,,514953
04,001,112,0013H,2643,X,0138,11,99,,514954
04,001,112,0013H,2644,X,0013,1,0,,514955
04,001,112,0013H,2644,X,0057,2,1,,514956
04,001,112,0013H,2644,X,0081,3,1,,514957
04,001,112,0013H,2644,X,0131,4,24,,514958
04,001,112,0013H,2644,X,0132,5,0,,514959
04,001,112,0013H,2644,X,0133,6,6,,514960
04,001,112,0013H,2644,X,0134,7,0,,514961
04,001,112,0013H,2644,X,0135,8,74,,514962
04,001,112,0013H,2644,X,0136,9,0,,514963
04,001,112,0013H,2644,X,0137,10,12,,514964
04,001,112,0013H,2644,X,0138,11,65,,514965
04,001,112,0013H,2645,X,0013,1,1,,514966
04,001,112,0013H,2645,X,0057,2,0,,514967
04,001,112,0013H,2645,X,0081,3,0,,514968
04,001,112,0013H,2645,X,0131,4,29,,514969
04,001,112,0013H,2645,X,0132,5,4,,514970
04,001,112,0013H,2645,X,0133,6,6,,514971
04,001,112,0013H,2645,X,0134,7,6,,514972
04,001,112,0013H,2645,X,0135,8,72,,514973
04,001,112,0013H,2645,X,0136,9,2,,514974
04,001,112,0013H,2645,X,0137,10,13,,514975
04,001,112,0013H,2645,X,0138,11,94,,514976
04,001,112,0013H,2646,X,0013,1,3,,514977
04,001,112,0013H,2646,X,0057,2,3,,514978
04,001,112,0013H,2646,X,0081,3,0,,514979
04,001,112,0013H,2646,X,0131,4,25,,514980
04,001,112,0013H,2646,X,0132,5,7,,514981
04,001,112,0013H,2646,X,0133,6,7,,514982
04,001,112,0013H,2646,X,0134,7,1,,514983
04,001,112,0013H,2646,X,0135,8,81,,514984
04,001,112,0013H,2646,X,0136,9,1,,514985
04,001,112,0013H,2646,X,0137,10,13,,514986
04,001,112,0013H,2646,X,0138,11,90,,514987
04,001,112,0013H,2647,X,0013,1,0,,514988
04,001,112,0013H,2647,X,0057,2,1,,514989
04,001,112,0013H,2647,X,0081,3,0,,514990
04,001,112,0013H,2647,X,0131,4,19,,514991
04,001,112,0013H,2647,X,0132,5,3,,514992
04,001,112,0013H,2647,X,0133,6,10,,514993
04,001,112,0013H,2647,X,0134,7,0,,514994
04,001,112,0013H,2647,X,0135,8,65,,514995
04,001,112,0013H,2647,X,0136,9,2,,514996
04,001,112,0013H,2647,X,0137,10,13,,514997
04,001,112,0013H,2647,X,0138,11,103,,514998
04,001,112,0013H,2648,X,0013,1,1,,514999
04,001,112,0013H,2648,X,0057,2,6,,515000
04,001,112,0013H,2648,X,0081,3,1,,515001
04,001,112,0013H,2648,X,0131,4,23,,515002
04,001,112,0013H,2648,X,0132,5,6,,515003
04,001,112,0013H,2648,X,0133,6,15,,515004
04,001,112,0013H,2648,X,0134,7,0,,515005
04,001,112,0013H,2648,X,0135,8,63,,515006
04,001,112,0013H,2648,X,0136,9,2,,515007
04,001,112,0013H,2648,X,0137,10,16,,515008
04,001,112,0013H,2648,X,0138,11,93,,515009
04,001,112,0013H,2649,X,0013,1,1,,515010
04,001,112,0013H,2649,X,0057,2,2,,515011
04,001,112,0013H,2649,X,0081,3,1,,515012
04,001,112,0013H,2649,X,0131,4,32,,515013
04,001,112,0013H,2649,X,0132,5,2,,515014
04,001,112,0013H,2649,X,0133,6,7,,515015
04,001,112,0013H,2649,X,0134,7,0,,515016
04,001,112,0013H,2649,X,0135,8,57,,515017
04,001,112,0013H,2649,X,0136,9,3,,515018
04,001,112,0013H,2649,X,0137,10,14,,515019
04,001,112,0013H,2649,X,0138,11,94,,515020
04,001,112,0013H,2650,X,0013,1,1,,515021
04,001,112,0013H,2650,X,0057,2,6,,515022
04,001,112,0013H,2650,X,0081,3,2,,515023
04,001,112,0013H,2650,X,0131,4,20,,515024
04,001,112,0013H,2650,X,0132,5,1,,515025
04,001,112,0013H,2650,X,0133,6,12,,515026
04,001,112,0013H,2650,X,0134,7,4,,515027
04,001,112,0013H,2650,X,0135,8,77,,515028
04,001,112,0013H,2650,X,0136,9,0,,515029
04,001,112,0013H,2650,X,0137,10,15,,515030
04,001,112,0013H,2650,X,0138,11,88,,515031
04,001,112,0013H,2651,X,0013,1,1,,515032
04,001,112,0013H,2651,X,0057,2,0,,515033
04,001,112,0013H,2651,X,0081,3,0,,515034
04,001,112,0013H,2651,X,0131,4,27,,515035
04,001,112,0013H,2651,X,0132,5,5,,515036
04,001,112,0013H,2651,X,0133,6,5,,515037
04,001,112,0013H,2651,X,0134,7,2,,515038
04,001,112,0013H,2651,X,0135,8,83,,515039
04,001,112,0013H,2651,X,0136,9,0,,515040
04,001,112,0013H,2651,X,0137,10,10,,515041
04,001,112,0013H,2651,X,0138,11,85,,515042
04,001,112,0013H,2652,X,0013,1,2,,515043
04,001,112,0013H,2652,X,0057,2,2,,515044
04,001,112,0013H,2652,X,0081,3,2,,515045
04,001,112,0013H,2652,X,0131,4,25,,515046
04,001,112,0013H,2652,X,0132,5,1,,515047
04,001,112,0013H,2652,X,0133,6,11,,515048
04,001,112,0013H,2652,X,0134,7,5,,515049
04,001,112,0013H,2652,X,0135,8,66,,515050
04,001,112,0013H,2652,X,0136,9,1,,515051
04,001,112,0013H,2652,X,0137,10,11,,515052
04,001,112,0013H,2652,X,0138,11,101,,515053
04,001,112,0013H,2653,X,0013,1,2,,515054
04,001,112,0013H,2653,X,0057,2,0,,515055
04,001,112,0013H,2653,X,0081,3,2,,515056
04,001,112,0013H,2653,X,0131,4,15,,515057
04,001,112,0013H,2653,X,0132,5,3,,515058
04,001,112,0013H,2653,X,0133,6,12,,515059
04,001,112,0013H,2653,X,0134,7,1,,515060
04,001,112,0013H,2653,X,0135,8,99,,515061
04,001,112,0013H,2653,X,0136,9,0,,515062
04,001,112,0013H,2653,X,0137,10,14,,515063
04,001,112,0013H,2653,X,0138,11,89,,515064
04,001,112,0013H,2654,X,0013,1,1,,515065
04,001,112,0013H,2654,X,0057,2,2,,515066
04,001,112,0013H,2654,X,0081,3,1,,515067
04,001,112,0013H,2654,X,0131,4,23,,515068
04,001,112,0013H,2654,X,0132,5,5,,515069
04,001,112,0013H,2654,X,0133,6,10,,515070
04,001,112,0013H,2654,X,0134,7,0,,515071
04,001,112,0013H,2654,X,0135,8,72,,515072
04,001,112,0013H,2654,X,0136,9,0,,515073
04,001,112,0013H,2654,X,0137,10,9,,515074
04,001,112,0013H,2654,X,0138,11,91,,515075
04,001,112,0013H,2655,X,0013,1,2,,515076
04,001,112,0013H,2655,X,0057,2,0,,515077
04,001,112,0013H,2655,X,0081,3,1,,515078
04,001,112,0013H,2655,X,0131,4,20,,515079
04,001,112,0013H,2655,X,0132,5,8,,515080
04,001,112,0013H,2655,X,0133,6,14,,515081
04,001,112,0013H,2655,X,0134,7,0,,515082
04,001,112,0013H,2655,X,0135,8,84,,515083
04,001,112,0013H,2655,X,0136,9,1,,515084
04,001,112,0013H,2655,X,0137,10,5,,515085
04,001,112,0013H,2655,X,0138,11,87,,515086
04,001,112,0013H,2656,X,0013,1,2,,515087
04,001,112,0013H,2656,X,0057,2,3,,515088
04,001,112,0013H,2656,X,0081,3,0,,515089
04,001,112,0013H,2656,X,0131,4,26,,515090
04,001,112,0013H,2656,X,0132,5,3,,515091
04,001,112,0013H,2656,X,0133,6,4,,515092
04,001,112,0013H,2656,X,0134,7,1,,515093
04,001,112,0013H,2656,X,0135,8,62,,515094
04,001,112,0013H,2656,X,0136,9,0,,515095
04,001,112,0013H,2656,X,0137,10,9,,515096
04,001,112,0013H,2656,X,0138,11,82,,515097
04,001,112,0013H,2657,X,0013,1,3,,515098
04,001,112,0013H,2657,X,0057,2,3,,515099
04,001,112,0013H,2657,X,0081,3,0,,515100
04,001,112,0013H,2657,X,0131,4,12,,515101
04,001,112,0013H,2657,X,0132,5,0,,515102
04,001,112,0013H,2657,X,0133,6,4,,515103
04,001,112,0013H,2657,X,0134,7,5,,515104
04,001,112,0013H,2657,X,0135,8,65,,515105
04,001,112,0013H,2657,X,0136,9,1,,515106
04,001,112,0013H,2657,X,0137,10,10,,515107
04,001,112,0013H,2657,X,0138,11,116,,515108
04,001,112,0013H,2658,X,0013,1,0,,515109
04,001,112,0013H,2658,X,0057,2,0,,515110
04,001,112,0013H,2658,X,0081,3,0,,515111
04,001,112,0013H,2658,X,0131,4,26,,515112
04,001,112,0013H,2658,X,0132,5,2,,515113
04,001,112,0013H,2658,X,0133,6,8,,515114
04,001,112,0013H,2658,X,0134,7,4,,515115
04,001,112,0013H,2658,X,0135,8,83,,515116
04,001,112,0013H,2658,X,0136,9,0,,515117
04,001,112,0013H,2658,X,0137,10,16,,515118
04,001,112,0013H,2658,X,0138,11,85,,515119
04,001,112,0013H,2659,X,0013,1,0,,515120
04,001,112,0013H,2659,X,0057,2,1,,515121
04,001,112,0013H,2659,X,0081,3,0,,515122
04,001,112,0013H,2659,X,0131,4,30,,515123
04,001,112,0013H,2659,X,0132,5,1,,515124
04,001,112,0013H,2659,X,0133,6,11,,515125
04,001,112,0013H,2659,X,0134,7,1,,515126
04,001,112,0013H,2659,X,0135,8,88,,515127
04,001,112,0013H,2659,X,0136,9,1,,515128
04,001,112,0013H,2659,X,0137,10,9,,515129
