Seccion,Circuito,Escuela,Direccion,votos,Mesa desde, Mesa hasta,Lat,Long
17,248,ESC JUAN PASCUAL PRINGLES,AV INDEPENDENCIA(B°SUR) 284,2061,6323,6330,-63.3897846606,-34.1285466172
17,248,ESC LEONOR DE TEJEDA,AV PELLEGRINI(B°LA  CHACARITA) 247,1346,6299,6304,-63.3962449889,-34.1277863358
17,248,I.P.E.M. 278-M.ARGENTINAS,AV INDEPENDENCIA(B°CENTRO)  475,2414,6280,6288,-63.3915139559,-34.1326558884
17,248,IPEM 257 DR RENE FAVALORO,AV  INDEPENDENCIA(B°TERMINAL)  512,2601,6313,6322,-63.3912658167,-34.1336876538
17,249,ESC VICTIRIANO RODRIGUEZ,ALVEAR 220,982,6331,6334,-62.977098732,-33.9513676252
2,24A,ESC.PROV.ALMIRANTE BROWN,VILLA DEL DIQUE,2325,3169,3177,-64.456351524,-32.1794763464
17,251,ESC N°78-PINTOR JUAN M BLANES,LEGUIZAMON,67,6335,6335,-62.9771365515,-34.2047863697
17,252,ESC DR VIRGILIO BARBALATO,CARLOS PELLEGRINI(B°SUR) 331,2097,6343,6350,-63.9247136,-34.013440816
17,252,ESC GRAL NICOLAS LEVALLE,BERNARDINO ANCE(B°NORTE)  601,1843,6336,6342,-63.9207545751,-34.0040089374
17,254,ESC RAUL SOULE(EX NAC N°241),RIO BAMBA,78,6355,6355,-63.7329432504,-34.0535282331
17,255,ESC.PROV.P.B.PALACIOS,CORRIENTES 0,331,6356,6357,-63.1517280366,-34.1724299671
17,257,INS SAN ALBERTO Y SAN ENRIQUE,SERRANO,2391,6359,6367,-63.5349,-34.473599994
17,258,ESCUELA N°105(JOSE RUBIROLA),VILLA ROSSI,479,6368,6369,-63.2679343198,-34.2966866864
18,259,ESC.PROV.M.DE AZCUENAGA,PUBLICA 0,15,6370,6370,-65.1671018711,-31.7905627467
2,25B,ESC PROV JUAN LARREA,PUBLICA S/N,236,3188,3188,-64.3778330778,-31.854626791
18,260,ESC.PROV.FRAY J.M.NOGAL,DOMINGO F SARMIENTO 0,695,6371,6373,-65.0570677,-31.4902261
18,261,ESC JOSE GABRIEL BROCHERO,MARIANO MORENO(B°CENTRO)  291,1578,6383,6389,-65.0208404987,-31.7081985836
18,262,ESC GRAL JOSE DE SAN MARTIN,MINA CLAVERO,2605,6394,6404,-65.0062007576,-31.7248272634
18,262,ESC MAESTRO D F SARMIENTO,AV HERNAN CORTEZ(B°MAYTHE)  1060,1534,6405,6410,-64.997343839,-31.7204381203
18,262,IPEM N° 285-J G BROCHERO,LOS FUNDADORES S/N (B°SANTA  ANA),1485,6411,6416,-65.0076313979,-31.7363080055
18,263,ESC.PROV.D.F.SARMIENTO,SARMIENTO 223,710,6421,6423,-65.0018464856,-31.7955489522
18,263,IPEM 135-DON JOSE F RECALDE,LOS PORTEÑOS/CALLE PUB 0,942,6417,6420,-64.9939812,-31.79361
18,264,ESC.P.PIZZURNO,PUBLICA 0,246,6432,6432,-65.05394,-31.6319544
18,266,ESC MAESTRO H GALABURRI,PUBLICA S/N,1011,6462,6465,-65.4296248676,-31.8514589258
19,267,ESC PROV NARCISO LAPRIDA,PUBLICA S/N,307,6467,6468,-65.230487309,-32.0820362737
19,268,COLEGIO SAGRADO CORAZON,HORMAECHE (B°JARDIN) 375,2174,6521,6528,-65.1877209504,-31.9498027595
19,268,ESC C CENTENARIO-IPEM N° 146,PEDRO C MOLINA 145,1886,6529,6536,-65.1939949742,-31.9455481671
19,268,ESC DOLORES AGUIRRE DE FUNES,PEDRO C MOLINA  S/N(B°TRADICION,1622,6537,6543,-65.1965329494,-31.9533318425
19,268,ESC GENERAL SAN MARTIN,EDISON 130,3484,6501,6513,-65.185633222,-31.9469575095
19,268,ESC MANUEL BELGRANO,AV BELGRANO (B°FATIMA) 1399,1650,6514,6520,-65.1717991009,-31.94815259
19,268,ESC MARIANO MORENO,PRESIDENTE PERON (B°JARDIN)  565,2453,6469,6477,-65.1926245137,-31.9511918909
19,268,ESC.NORMAL SARSFIELD,AV.S.MARTIN 271,4056,6486,6500,-65.1912208404,-31.9482943354
19,268,INST PBRO J V BRIZUELA,SARMIENTO (B°CENTRO) 270,2144,6478,6485,-65.190492429,-31.9479741166
19,269,ESC PROV JOSE M PAZ,VELEZ SARSFIELD Y BRAULIO  FUNES,1271,6547,6551,-65.0472502573,-32.2166195854
19,269,INST JUAN BAUTISTA ALBERDI,LA PAZ,777,6544,6546,-65.0472502573,-32.2166195854
2,26B,ESC.PROV.DEAN FUNES,SAN IGNACIO,98,3220,3220,-64.5045745,-32.1398107
19,270,ESC MAGDALENA T DE CHARLES,PUBLICA S/N,2932,6554,6564,-65.051382744,-31.9521104689
19,271,ESC LEOPOLDO LUG0NES,LAS TAPIAS,1091,6565,6568,-65.0951147,-31.9538224
19,272,ESC JOSE DE SAN MARTIN,GRAL SAN MARTIN S/N,725,6569,6571,-64.9879703981,-31.9035480867
19,273,ESC.PROV.EMILIO F.OLMOS,PUBLICA 0,604,6572,6575,-65.0586364626,-32.1489333426
19,274,ESC GENERAL SAN MARTIN,SAN JAVIER,606,6576,6578,-65.0318938,-32.0319308
19,275,ESC EMILIO FELIPE OLMOS,AV SAN MARTIN S/N,1624,6581,6586,-65.3136748435,-31.9570434353
19,276,ESC GENERAL SAN MARTIN,PUBLICA 0,604,6592,6594,-65.0318938,-32.0319308
20,277,ESC FRAY CAYETANO RODRIGUEZ,ALICIA,1253,6599,6603,-62.4657599999,-31.9380399953
20,277,ESC JOSE MANUEL ESTRADA,ALICIA,974,6595,6598,-62.4657599999,-31.9380399953
20,278,ESC.PROV.RECONQUISTA,SARMIENTO 543,1450,6604,6609,-62.339517281,-30.95765505
20,279,CERVELLON/NTRA S DE LA MERCED,9 DE JULIO (B°CENTRO) 465,2240,6656,6664,-63.0490661193,-31.4186556693
20,279,ESC JOSE MARIA PAZ,RIVADAVIA (B°CENTRO) 473,2274,6621,6628,-63.0509409816,-31.4185096826
20,279,ESC MANUEL BELGRANO,RIVADAVIA (B°CENTRO) 473,3117,6610,6620,-63.0502225496,-31.4188146831
20,279,ESCUELA N°198(ESC GIMENEZ LAGO,ARROYITO,3288,6643,6655,-63.0493278555,-31.4270708113
20,279,INST DR D VELEZ SARSFIELD,ARROYITO,3843,6629,6642,-63.0584459472,-31.4218556521
20,280,ESC PABLO JULIO RODRIGUEZ,GENERAL LAVALLE (B°IPV  NORTE) 150,1793,6673,6679,-62.6731099999,-31.0113699959
20,280,ESC VICENTE LOPEZ Y PLANES,25 DE MAYO (B°IPV NORTE) 271,1521,6667,6672,-62.6731099999,-31.0113699959
20,280,INST JUAN BAUTISTA ALBERDI,BALNEARIA,999,6680,6683,-62.6731099999,-31.0113699959
20,282,COLEGIO MANUEL BELGRANO,AV SEEBER (B°MANUEL  BELGRANO) 317,2150,6685,6692,-62.0332469476,-30.8679026249
20,282,ESC 25 DE MAYO,25 DE MAYO 975(B°25 DE  MAYO),2979,6693,6703,-62.0389615815,-30.8660630142
20,285,ESC CARLOS J FLORIT,DEVOTO,2613,6715,6724,-62.3061399999,-31.4030499957
20,285,ESC DOMINGO F SARMIENTO,DEVOTO,1588,6725,6730,-62.3061399999,-31.4030499957
20,286,ESC PROV DOMINGO F SARMIENTO,PUBLICA S/N,111,6731,6731,-62.1129694323,-30.5266233489
20,287,ESC PROV L DE LA TORRE,PUBLICA S/N,93,6732,6732,-62.0323348675,-30.625885124
20,288,ESC PROV CHACABUCO,25 DE MAYO 381,1558,6733,6738,-62.8902379256,-31.7409986044
20,289,ESC PROV DOMINGO F SARMIENTO,MATEO OLIVERO 576,932,6740,6743,-62.2986917,-31.9685169
3,28A,MARGARITA W DE PAZ,AVELLANEDA 684,1922,3300,3306,-64.3375820001,-31.3475939949
20,290,ESC PROV JOSE MARIA PAZ,15 DE OCTUBRE 588,553,6744,6745,-62.8275855737,-31.3861371561
20,290,IPEM N°166 CAP G DEL VALLE,EL TIO,821,6746,6748,-62.8292414676,-31.3815165281
20,291,COL STA TERESITA DEL N JESUS,BV 12 DE OCTUBRE 681,2077,6749,6756,-62.0986299998,-31.1656099958
20,291,ESC FLORENTINO AMEGHINO,FREYRE,2617,6757,6766,-62.0986299998,-31.1656099958
20,292,ESC THOMAS ALVA EDISON,ITURRASPE,77,6768,6768,-62.0787923,-31.2216023
20,293,ESC PROV DAMAS PATRICIAS,LA FRANCIA,1563,6773,6778,-62.6331999999,-31.4071099957
20,293,INST COM SEC LA FRANCIA,LA FRANCIA,1076,6769,6772,-62.6331999999,-31.4071099957
20,294,ESC PROV MARIANO MORENO,ALTE BROWN 231,790,6779,6781,-62.2183799,-30.9064821
20,295,ESC MARGARITA LA TORRE MERCADO,8 DE SEPTIEMBRE 107,1246,6783,6787,-63.062152988,-31.2501079083
20,296,IPEM N°287-L LUGONES,LASPIUR,1722,6789,6795,-62.4845706647,-31.7055505876
20,297,ESC PROV MARIANO MORENO,LAS VARAS,944,6796,6799,-62.6174913804,-31.8035774735
20,298,ESC BARTOLOME MITRE,SGTO CABRAL 521,2686,6831,6840,-62.7110644753,-31.8743577977
20,298,ESC BERNARDINO RIVADAVIA,INDEPENDENCIA 294,2137,6823,6830,-62.7152588002,-31.8739156837
20,298,ESC NORM SUP D VELEZ SARSFIELD,ESCRIBANO LUIS MORELLI 188,4542,6800,6816,-62.7241733009,-31.8734170476
20,298,ESCUELA GRAL PAZ,BUENOS AIRES 460,1315,6817,6822,-62.7184949849,-31.8652051182
20,299,ESC CONSTANCIO LUXARDO,PUBLICA S/N,289,6841,6842,-62.1350899,-31.3055854
3,29A,ESC.PROV.B.RIVADAVIA,PUBLICA 0,223,3352,3352,-63.8907170152,-31.1243696948
20,300,INST SEC MANUEL DORREGO,SARMIENTO 295,984,6843,6846,-62.3607357897,-31.250494212
20,303,ESC.PROV.J.L.DE CABRERA,JERONIMO LUIS DE CABRERA 0,1563,6854,6859,-62.6786761,-30.9185524
20,304,ESC BERNARDINO RIVADAVIA,SARMIENTO 208,1312,6899,6903,-61.9997821782,-30.7110327648
20,304,ESC D VELEZ SARSFIELD,EMILIO F OLMOS 375,2669,6874,6883,-62.0086655924,-30.7076169063
20,304,ESCUELA CRISTO REY,BV 9 DE JULIO 1008,3691,6884,6898,-62.0069348212,-30.7126345939
20,305,ESC PROV 9 DE JULIO,PORTEÑA,1950,6911,6917,-62.0619299998,-31.0140199959
20,305,INST BERNARDINO RIVADAVIA,PORTEÑA,1626,6904,6910,-62.0619299998,-31.0140199959
20,306,ESC PROV SANTIAGO DERQUI,JUAREZ CELMAN 357,219,6918,6919,-62.3684615544,-31.6297742902
20,307,ESC.PROV.AYACUCHO,SARMIENTO 0,466,6920,6921,-62.2243539171,-31.551736983
20,308,ESCUELA ITUZAINGO,ITUZAINGO 251,1222,6926,6930,-63.04036,-31.6633599955
20,308,INST MANUEL BELGRANO,BELGRANO 960,993,6922,6925,-63.042187,-31.6633249947
20,309,ESC PROV PRIMERA JUNTA,9 DE JULIO 576,1139,6931,6935,-62.7259232919,-31.5280957838
20,310,COL SUP SAN MARTIN,PJE CHAMPAGNAT (SUR) 57,3374,6958,6970,-62.0832,-31.4305
20,310,ESC GENERAL MITRE,SANTA FE 538,2317,6949,6957,-62.0778,-31.4364
20,310,ESC N AVELLANEDA(IPEM N°50),RIVADAVIA 679,3080,6936,6948,-62.0881,-31.4362
20,310,ESCUELA 2 DE ABRIL,FALUCHO Y PEATONAL LARREA  N S/N,1846,6971,6979,-62.1015,-31.4353
20,310,ESCUELA N AVELLANEDA,RIVADAVIA 648,3912,6991,7006,-62.0881,-31.4358
20,310,ESCUELA RAFAEL NUÑEZ,PARAGUAY(B°CATEDRAL) 1776,2331,7007,7015,-62.0875,-31.4344
20,310,ESCUELA RIO NEGRO,CASEROS(B°LA CONSOLATA) 518,2765,6980,6990,-62.098562658,-31.4328292543
20,311,ESC PROV 9 DE JULIO,COLONIA SAN PEDRO,177,7092,7092,-61.9173704986,-30.781221074
20,313,ESCUELA N°149(HOY:JOSE SEEBER),SEEBER,495,7094,7095,-61.9725585139,-30.9262607507
20,314,ESC PROV R GUTIERREZ,TRANSITO,2050,7096,7104,-63.19275,-31.4275999956
20,315,COL MARIA AUXILIADORA,ANA PASSADORE 611,537,7105,7106,-61.9566249999,-30.840373996
21,316,ESC COMANDANTE ESPORA,3 DE FEBRERO(B° SUR) 362,3308,7107,7118,-64.4296224573,-31.6614329258
21,316,ESC NAC NORM SUP ALTA GRACIA,JOSE HERNANDEZ(B°CAMARA)  201,2697,7150,7159,-64.4247151846,-31.6560464078
21,316,ESC REPUBLICA ITALIANA,COLEGIO 127 LALAHENES,2196,7169,7176,-64.4086684957,-31.657006375
21,316,ESC SANTIAGO DE LINIERS,B°LINIERS,8,7221,7221,-64.4310302402,-31.6576750775
21,316,ESC VICTOR MERCANTE,ANATOLE FRANCE(B°CARLOS  PELLEGRINI) 360,2172,7119,7126,-64.4357623007,-31.6510271738
21,316,ESCUELA CURA ELEODORO FIERRO,RAMON J CARCANO(B°GOB A  SABATTINI) 135,3234,7191,7203,-64.433720439,-31.6482462114
21,316,ESCUELA JOSE MARIA PAZ,LOS ANDES(B°CAMARA) 80,2419,7204,7212,-64.4181603245,-31.6571220812
21,316,ESCUELA MANUEL SOLARES,ESPAÑA (B°SUR) 26,2109,7213,7220,-64.4322199682,-31.6577729434
21,316,ESCUELA SAN MARTIN,URUGUAY(B°NORTE) 200,2157,7160,7168,-64.4303337762,-31.65386751
21,316,I.P.E.M. N° 298,RAFAEL LOZADA(B°CENTRO) 53,3877,7177,7190,-64.4310549883,-31.6577748495
21,316,INST DE LA MISERICORDIA,PADRE DOMINGO VIERA 151,2704,7133,7142,-64.4360598573,-31.6572540317
21,316,INST EL OBRAJE (ARRIBA),NIETO(B°POLUYAN) 17,1348,7127,7132,-64.4326079457,-31.6577756339
21,316,INST SUP ANGLO AMERICANO,BV CARLOS PELLEGRINI 637,1653,7143,7149,-64.4387805514,-31.6523722548
21,317,ESC PROV B DE MONTEAGUDO,CALLE PUBLICA P/ANIZACATE 0,175,7253,7253,-64.3543410009,-31.7297106935
21,318,ESC.PROV.FRENCH Y BERUTTI,SARMIENTO Y BERUTTI(RAFAEL  GARCIA) 0,4,7254,7255,-64.2588629807,-31.6471033182
21,319,ESC DR FLORENTINO F BUSTOS,LIBERTADOR SAN MARTIN 0,1169,7256,7260,-64.1929834315,-31.5578612512
3,31A,ESC.PROV.V.MERCANTE,AGUA DE ORO,1531,3369,3374,-64.3022519957,-31.0651382715
21,322,ESC PROV OLEGARIO V ANDRADE,PUBLICA S/N,51,7262,7262,-64.0786001989,-31.7532843668
21,323,ESC PROV 25 DE MAYO,CONGRESO 235,1897,7272,7278,-64.2161000315,-31.7650937318
21,323,INSTITUTO PRIVADO PIO XII,PADRE BUTELER 229,2454,7263,7271,-64.2161000315,-31.7650937318
21,324,ESC PROV DOMINGO F SARMIENTO,PUBLICA S/N,778,7279,7281,-64.454392,-31.5854426
21,325,ESC.PROV.B.RIVADAVIA,SARMIENTO 441,1095,7282,7285,-64.0902753,-31.6458773
21,326,I.P.E.M.67-L.PIEDRABUENA,MALAGUEÑO,2201,7297,7304,-64.3614100001,-31.4684099956
21,327,ESC.DELL'ARMELLINA,ITALIA 0,403,7319,7320,-64.2408250202,-31.9109173538
21,331,BACHILLERATO REINO DE ESPAÑA,TOLEDO,799,7339,7341,-64.0035525887,-31.55680797
21,331,ESC PROV JUAN B ALBERDI,TOLEDO,1885,7331,7338,-64.0040403573,-31.5577786833
22,332,ESC.PROV.FCO.PASCACIO MORENO,POZO NUEVO,399,7342,7343,-64.1019189125,-29.5788089908
22,333,ESC V LOPEZ Y PLANES,CAMINIAGA,399,7342,7343,-64.0514879,-30.0681864
22,334,ESC PROV MARIANO MORENO,PUBLICA S/N,268,7346,7346,-64.1129505788,-29.9343960868
23,336,COL NAC JOSE M ESTRADA,URUGUAY 55,3230,7355,7366,-64.2542309252,-32.1904063218
23,336,ESC REMEDIOS E DE SAN MARTIN,CASTELLI 590,2976,7367,7377,-64.2476560654,-32.1945952046
23,336,IPEM N° 299-DR S E NAUMCHIK,SANTIAGO DEL ESTERO  ESQ.FRAGUEIRO,1369,7378,7383,-64.2594644119,-32.1887548279
23,337,ESC.M.G.PONCE,DUSSAN ALACEVICH 86,1940,7384,7390,-63.8924700001,-32.1639599952
23,338,ESC PROV GRAL J DE SAN MARTIN,PABLO A PIZZURNO 149,1343,7393,7397,-64.1909000001,-32.0255299953
23,339,ESC PROV FRAY LUIS BELTRAN,RIVADAVIA 283,1046,7398,7401,-63.5776019,-32.6115601
3,33A,ESC PROV VICENTE AGUERO,LOTE XVII S/N,218,3461,3461,-64.0175903665,-31.0283748464
23,340,COLEGIO DIVINO CORAZON,25 DE MAYO 100,1352,7409,7413,-63.7319858269,-32.4271775903
23,340,ESC GOB J F JAVIER DIAZ,HERNANDO,1860,7402,7408,-63.7266466345,-32.4314931572
23,340,ESC LA STMA TRINIDAD,COLON 102,1849,7423,7429,-63.7324328586,-32.4282075191
23,340,ESC PABLO A PIZZURNO,HERNANDO,2415,7414,7422,-63.7331129955,-32.4235194128
23,341,ESC PROV J M SALGUEIRO,JAMES CRAIK,1877,7436,7442,-63.46686,-32.1591799952
23,341,INST SEC JOSE M ESTRADA,JAMES CRAIK,1597,7430,7435,-63.46686,-32.1591799952
23,342,ESC CNEL DOMINGO GAY,SAN LUIS Y GENERAL PAZ S/N,1069,7449,7454,-63.7053400001,-32.7004399949
23,342,ESC PROV DOMINGO F SARMIENTO,LAS PERDICES,1607,7443,7448,-63.7053400001,-32.7004399949
23,343,ESC VICENTE LOPEZ Y PLANES,SAN MARTIN 346,481,7455,7456,-63.2003468175,-32.0459948837
23,344,C0LEGIO SAGRADO CORAZON,DON BOSCO S/N,3426,7464,7476,-63.5732680596,-32.0426559298
23,344,ESC PROV BARTOLOME MITRE,ALVEAR 320,1845,7457,7463,-63.5708280688,-32.0366837924
23,345,ESC PROV ANTARTIDA ARGENTINA,PAMPAYASTA NORTE,339,7489,7490,-63.6425657,-32.2406713
23,346,ESC.PROV. REYES CATOLICOS,RIVADAVIA 198,1043,7491,7494,-63.6505705,-32.2527754
23,347,ESC.PROV.S.A.GUTIERREZ,PUBLICA 0,204,7495,7495,-63.8094980492,-32.5759588289
23,348,COLEGIO C SAAVEDRA LAMAS,HILARIO CUADROS Y EDMUNDO  CARTOS S/N,1668,7609,7614,-64.1035553966,-32.1721117093
23,348,COLEGIO JESUS MARIA Y JOSE,SAN AGUSTIN 318,3560,7559,7572,-64.1072071182,-32.1693255517
23,348,ESC GREGORIA I PEREZ,ANGELINA ORTIZ ESQ  INDEPENDENCIA S/N,2468,7573,7582,-64.1047219093,-32.1806330061
23,348,ESC JOSE M ZAPIOLA,CHACABUCO 649,3264,7583,7595,-64.1247732714,-32.1658024681
23,348,ESC PROV MODESTO ACUÑA,AMINTA R DE HERRERA 455,3036,7497,7508,-64.1122385207,-32.1770462476
23,348,ESC PROV R E DE SAN MARTIN,25 DE FEBRERO 171,3254,7541,7552,-64.1171389426,-32.1789314469
23,348,ESC SUP DE COMERCIO,D DE ROJAS S/N-B°LAS VILETAS,1620,7553,7558,-64.1265574993,-32.1666174828
23,348,INST ALEXIS CARREL,GRAL PAZ Y ESPAÑA 390,4320,7524,7540,-64.1113894237,-32.1770697227
23,349,ESC GRAL JOSE DE SAN MARTIN,SARMIENTO 1076,1825,7622,7628,-63.9750600001,-32.2498199952
23,349,ESC PROV JOSE M PAZ,BARTOLOME MITRE 451,1845,7615,7621,-63.9750600001,-32.2498199952
24,350,ESC PROV GRAL ARENALES,CANDELARIA,280,7631,7632,-63.8003673961,-30.8388215212
24,351,ESC.R.J.CARCANO,CAÑADA DE LUQUE,945,7633,7636,-63.72123,-30.7397838
24,352,ESC.PROV.J.F.KENNEDY,LIDORO CENTURION 324,1295,7639,7643,-64.0006993,-30.5644262
24,353,ESC CEFERINO NAMUNCURA,MACHA,63,7645,7645,-64.1388070416,-30.5652392796
24,354,ESC PROV GREGORIA MATORRAS,PUBLICA S/N,168,7646,7646,-64.2332893353,-30.870357376
24,356,ESC.PROV.F.AMEGHINO,PUBLICA 0,240,7650,7650,-63.982655901,-30.4762072644
24,357,ESC.PROV.CNEL. PRINGLES,PUBLICA- CAMINO A SAN  LORENZO 0,1231,7651,7655,-64.0945598661,-30.942921061
24,358,ESC.PROV.24 DE SEPTIEMBRE,8 DE DICIEMBRE S/N,416,7656,7657,-63.6523988177,-30.5741858919
24,359,ESC NORM SUP V DEL TOTORAL,REP ARGENTINA Y PTE PERON  S/N,1475,7667,7671,-64.0681600001,-30.7024599961
24,359,ESC PROV BARTOLOME MITRE,BV.ALLENDE S/N,2639,7658,7666,-64.0681600001,-30.7024599961
3,35A,JARDIN DE INF.CAP.CANDELARIA,VILLAFAÑE DEL VISO 0,419,3515,3517,-64.0026778579,-31.355275169
25,361,ESC.J.M.ESTRADA,AV.SAN MARTIN 0,1122,7682,7687,-63.5954130879,-30.381771986
25,362,ESC PROV 25 DE MAYO,EL BAÑADO,30,7688,7688,-63.8423014782,-30.348278798
25,363,ESC PROV JOSE MARMOL,CAMINO PROVINCIAL S/N,32,7689,7689,-64.4176335808,-30.0308490682
25,364,ESC.PROV.F.N.LAPRIDA,LA DORMIDA,1509,7697,7702,-63.9493782821,-30.3578345814
25,365,ESC LUIS E JUNCOS(EX NAC 212),LAS MASITAS,5,7703,7703,-63.5612329036,-30.2648033419
25,366,ESC.MARIA L.ROBLEDO,PUBLICA 0,674,7704,7707,-64.7074829741,-29.805439924
25,367,ESC.PROV.D.F.SARMIENTO,JAVIER GARCIA 0,317,7708,7709,-63.4746204133,-30.4314623235
25,368,ESC.PROV.V.MERCANTE,ONCATIVO 0,536,7710,7711,-64.6220574379,-30.0110447197
25,369,ESC MANUEL BELGRANO,9 DE JULIO S/N,401,7712,7713,-64.1540318083,-30.0919994305
25,371,ESC.PROV.OB.O.CORREA,CALLE REAL 0,1445,7716,7721,-64.1241432346,-30.3953020766
26,372,ESC.PROV.DR.GARCIA GONZALEZ,JULIO A ROCA 115,828,7722,7724,-62.8863097862,-32.3457090893
26,373,ESC PROV GRAL SAN MARTIN,PTE PERON- CENTRO 75,2774,7726,7735,-62.9811748453,-32.5429227379
26,375,COLEGIO SAN JOSE,BV FIGUEROA ALCORTA 40,2845,7812,7822,-62.6852690266,-32.6301309295
26,375,ESC F AMEGHINO,ENTRE RIOS 457,2537,7759,7769,-62.6918780432,-32.6340093776
26,375,ESC PONCIANO VIVANCO,AMEGHINO 155,4139,7796,7811,-62.6885625678,-32.6278514962
26,375,ESC.NORMAL F.ALCORTA,25 DE MAYO 135,5473,7738,7758,-62.688196323,-32.6315246315
26,375,ESCUELA A MATTERSON,PTE PERON 414,3052,7784,7795,-62.6794246427,-32.6251833597
26,376,ESC PROV B ERNARDINO RIVADAVIA,RIVADAVIA 360,373,7823,7824,-62.7146585616,-33.3019229447
26,377,ESC PROV ALMAFUERTE,PUBLICA S/N,168,7825,7825,-62.7320819,-33.4634427
26,378,ESC PROV J HERNANDEZ,CANALS,2594,7826,7835,-62.8858985296,-33.5631022152
26,378,INSTITUTO BELISARIO ROLDAN,CANALS,2861,7836,7847,-62.885039559,-33.5636315535
26,379,ESC.PROV.A.M.ZUMARAN D CARCANO,PUBLICA 0,18,7848,7848,-63.1030203,-32.4919403
26,381,ESC DE COM JOSE M.ESTRADA,BELGRANO 548,960,7849,7852,-62.650021,-32.3066789
26,382,ESC PROV B QUINQUELA MARTIN,SANTA FE S/N,473,7853,7854,-62.5091057,-32.3324432
26,384,ESC.PROV.V.LOPEZ Y PLANES,BUENOS AIRE 414,1276,7855,7859,-62.8398674577,-33.880894828
26,385,ESC.M.C.G.DE MATOCCIA,ITALIA 1320,1149,7860,7863,-62.7752475821,-33.170785548
26,387,ESC P ALBARRACIN DE SARMIENTO,9 DE JULIO 551,719,7866,7870,-63.0332490688,-32.812445996
26,389,ESCUELA PROV DARDO ROCHA,LABORDE,2114,7878,7885,-62.8583247015,-33.1498857456
26,389,INST SUP DE PROFESORADO,SAN MARTIN 451,1861,7871,7877,-62.856071652,-33.1516693197
26,390,ESC.PROV.D.F.SARMIENTO,CARDO 146,392,7886,7887,-62.5887886,-32.6112975
26,391,ESCUELA JOSE DE SAN MARTIN,SAN MARTIN 1518,1640,7901,7906,-62.5997002829,-33.2045540756
26,391,INSTITUTO SAGRADO CORAZON,9 DE JULIO 2250,3399,7888,7900,-62.5947456082,-33.206174956
26,392,ESC PROV LEOPOLDO LUGONES,MORRISON,1487,7911,7916,-62.83342,-32.591769995
26,392,ESC PROV NIÑAS DE AYOHUMA,VICENTE LOPEZ Y PLANES S/N,996,7907,7910,-62.83342,-32.591769995
26,394,ESCUELA AMADEO AUCHTER,CALLE 10 N°119,1777,7930,7936,-62.86584,-32.8409799948
26,395,ESC MAESTRO J RECALDE,PASCANAS,491,7942,7944,-63.04174,-33.1252099947
26,395,INST GALA ORTIZ FERNANDEZ,ESPAÑA 16,1229,7937,7941,-63.04174,-33.1252099947
26,396,ESC PROV JUANA MANSO,DEAN FUNES 346,1322,7956,7960,-62.6751621085,-32.8842992564
26,396,INST DALMACIO VELEZ SARSFIELD,BELGRANO 222,2906,7945,7955,-62.6801733753,-32.8818696846
26,396,INSTITUTO SAN JOSE,9 DE JULIO Y COLON,1347,7961,7965,-62.6707055102,-32.8847127693
26,397,ESC.PROV.P.PIZZURNO,MAESTRO FERNANDEZ 538,1062,7967,7971,-62.6295166,-32.2127922
26,400,ESC PROV M BUCHARDO,SAN MARCOS SUD,1050,7977,7980,-62.4824499999,-32.630269995
26,400,INST JOSE DE SAN MARTIN,SAN MARCOS SUD,1054,7973,7976,-62.4824499999,-32.630269995
26,401,ESC PROV PAULA ALBARRACIN,PUBLICA S/N,142,7981,7981,-62.9143113,-33.6973206
26,402,INSTITUTO JUAN B ALBERDI,AVELLANEDA 182,1200,7982,7986,-63.0985493,-33.7464951944
3,40A,ESC.PROV. D.F.SARMIENTO,MALVINAS ARGENTINAS Y  SARMIENTO 0,2745,3633,3643,-64.3034060001,-31.2668109949
3,40A,I.P.E.M.N° 317,MENDIOLAZA,2459,3644,3653,-64.3028820001,-31.2671479949
3,41A,ESC.DE COMERCIO J.M.PAZ,VELEZ SARSFIELD 647,2912,3745,3755,-64.3090680001,-31.3169069949
3,41A,ESCUELA NOGAL HISTORICO,JOSE ACCASTELLI 252,3202,3732,3744,-64.3094370001,-31.3138199949
3,41A,JARDIN NOGAL HISTORICO,,542,3730,3731,-64.3099410001,-31.3141469949
4,43B,ESC PROV JUAN B ALBERDI,PUBLICA S/N,153,3760,3760,-64.942889289,-31.0666792854
4,44A,ESC.PROV.PCIA.DE LA RIOJA,RUTA 75 0,191,3833,3834,-64.8471271,-30.7064065
4,46B,ESCUELA PROVINCIAL,ALTO DE LOS QUEBRACH,179,3841,3841,-65.0343230033,-30.5442342531
4,50A,ESC DOMINGO F SARMIENTO,PUBLICA S/N,486,3849,3850,-64.9449411727,-30.5683018281
4,54A,ESC.PROV.M. BELGRANO,CANTERAS QUILPO,100,3865,3865,-64.6951659,-30.8582565
4,55A,ESC.PROV.DEAN G.FUNES,LA BATEA,79,3874,3874,-65.308921373,-30.3718583415
7,91A,ESC.PROV.J.V.RECLA,CANTERAS,12,4299,4299,-64.3071791653,-30.4836571475
7,91B,ESC LIB GRAL SAN MARTIN,PUBLICA S/N,78,4300,4300,-64.2534441498,-30.5200170285
7,91C,ESC.PROV.M.MARTINEZ DE SUAREZ,PUBLICA 0,206,4301,4301,-64.1604566,-30.6796325
7,96A,ESC.PROV.GUIDO SPANO,PUBLICA 0,454,4359,4360,-64.8527167484,-30.6011390403
