Seccion,Circuito,Escuela,Direccion,votos,Mesa desde, Mesa hasta,Lat,Long
1,9C,ESC JUVENILIA,ZARATE 2083 - B° ZUMARAN,1820,1025,1031,-64.2016411349,-31.3766211235
1,9C,ESC PCIA DE MISIONES,FIRPO 2254 B° ZUMAR,3643,1032,1045,-64.2035262522,-31.3745449941
1,9D,COL EL SALVADOR,RAUL CASARIEGO 4479 B°P  LUGONES,2222,1046,1053,-64.2079932854,-31.3625196995
1,9D,ESC LEOPOLDO LUGONES,LESPADA Y GALVEZ B°POETA  LUGONES,2764,1054,1063,-64.2107853719,-31.3626078325
1,9D,IPEM 198 MARTIN FERREYRA,CAMAÑO BAZAN E/CARLES Y  A.GRIMAU 0,2420,1064,1072,-64.2169000602,-31.3591500304
1,9E,ESC PTE HIPOLITO YRIGOYEN,CASTRO BARROS 802 B°SAN  MARTIN,3444,1073,1086,-64.1986744652,-31.3979185246
1,9F,COL NTRA SEÑORA DE LA MERCED,ZELAYA 140 B°SAN MARTIN,2088,1124,1131,-64.196559467,-31.3983075745
1,9F,ESC ANTONIO DEL VISO,SAAVEDRA 619 B°SAN MARTIN,3371,1087,1099,-64.1963579652,-31.3852609535
1,9F,ESC J DE SAN MARTIN,CERRITO Y GALAN B°SAN  MARTIN,1834,1117,1123,-64.1937324903,-31.3911814877
1,9F,INST INMACULADA CONCEPCION,CASTRO BARROS 1316 B°SAN  MARTIN,4458,1100,1116,-64.2025101348,-31.3930627532
1,9G,ESC PRESIDENTE KENNEDY,JULIAN PAZ 1851 VILLA CABRERA,2017,1142,1149,-64.2087247816,-31.3886073286
1,9G,INSTITUTO PEÑA,CIUDAD DE TAMPA 2954 VILLA  CABRERA,2523,1132,1141,-64.2175977191,-31.3836413618
7,100,ESC.PROV.D.V.SARSFIELD,VELEZ SARSFIELD 0,486,4375,4377,-64.4667718999,-30.2075536155
7,101,ESC PROV JOAQUIN V GONZALEZ,PUBLICA S/N,61,4378,4378,-64.446128522,-30.4541730711
8,102,ESC.EL GRAN CAPITAN,ALEJANDRO,1637,4379,4384,-63.6563213001,-33.2964531946
8,102,ESC.MISIONEROS SALESIANOS,ALEJANDRO,2147,4385,4392,-63.6563213001,-33.2964531946
8,105,ESC.SEÑOR DE LA BUENA MUERTE,BENGOLEA,251,4394,4396,-63.6687411623,-33.0257562651
8,106,ESC.PROV.E.F.OLMOS,CABRERA,805,4423,4425,-63.8739500001,-32.8129099949
8,106,ESC.FRAY PIO BENTIVOGLIO,MAIPU BARRIO ARGENTIN 962,1835,4416,4422,-63.8739500001,-32.8129099949
8,106,ESC.PROV.J.M.PAZ,CABRERA,2403,4407,4415,-63.8739500001,-32.8129099949
8,106,INST. G.L.DE CABRERA,CABRERA,2708,4397,4406,-63.8739500001,-32.8129099949
8,108,ESC TTE CNEL J DUATE ARDOY,SARMIENTO 182,799,4432,4434,-64.0484289,-33.0247005
8,109,ESC.PROV.GRAL SAN MARTIN,BV SAN MARTIN 251,3263,4441,4452,-63.7861200001,-32.7564299949
8,109,INST.TEC.ADRIAN P. URQUIA,GENERAL DEHEZA,2380,4453,4461,-63.7861236914,-32.7564317348
8,109,INSTITUTO SEC. 25 DE MAYO,DEHEZA,1583,4435,4440,-63.7861200001,-32.7564299949
1,10A,ESC MUN YAMAHIBIA ARABE LIBIA,COLORADO/GAIMAN/MASCACHI N B°CABILDO,2321,1201,1208,-64.2337751009,-31.4883386045
1,10A,IPEM 311,USUAHIA 2150,1473,1209,1213,-64.235319931,-31.4814299127
1,10B,ESC GDOR J B BUSTOS,CACHEUTA Y BRANDAN-ALTO  V.SARSFIELD,3011,1237,1247,-64.2123952573,-31.4488189126
1,10B,ESC PCIA DE CATAMARCA,AV VELEZ SARSFIELD 3200 LAS  FLORE,4737,1214,1230,-64.2007215396,-31.4512414228
1,10B,ESC REPUBLICA DE SIRIA,TRAFUL 908 B°PQUE ATLANTICA,1372,1231,1236,-64.2105976348,-31.4521219564
1,10B,J DE INF REPUBLICA DE SIRIA,VIRGILIO MOYANO 830,283,1248,1248,-64.207651109,-31.449004301
1,10C,ESC ALEJANDRO CARBO,ICHO CRUZ S/N° B° COMERCIAL,4181,1249,1264,-64.2042650326,-31.4809698793
1,10C,ESC MUNIC AZOR GRIMAUT,SOBREMONTE Y RIO III  B°COMERCIAL,1291,1265,1269,-64.215476482,-31.4841233039
1,10D,ESC MUNIC REPUBLICA DE ITALIA,REALICO Y CURAZAO B°  CONGRESO,1744,1270,1275,-64.2338105386,-31.4671575117
1,10D,IPEM 183"PEDRO B.PALACIOS",REALICO - B° CONGRES 2407,858,1276,1278,-64.235252801,-31.4661624617
1,10E,ESC ALAS ARGENTINA,PETIROSSI Y BONN-ESTACION  FLORES,2425,1299,1307,-64.248884402,-31.4485825718
1,10E,ESC CADETES FUERZA AEREA,LEOPOLDO CASAVEGA 2320,2943,1279,1289,-64.2512286757,-31.4358691986
1,10E,ESC MUNIC CESAR E ROMERO,PUBLICA S/N B°SACHI,1278,1308,1312,-64.2633152564,-31.4545143707
1,10E,ESC PADRE BURON,AVIADOR MIRA VILLA AD 2658,1907,1290,1297,-64.2493479573,-31.4395238634
1,10E,J DE INF CADETES FUERZA AEREA,LEOPOLDO CASAVEGA 2320,266,1298,1298,-64.2512286757,-31.4358691986
1,10F,COL NUESTRA SEÑORA DE FATIMA,VARELA ORTIZ 2600 B°  MATIENZO,3523,1323,1335,-64.2374488651,-31.4389347122
1,10F,ESC AERONAUTICA ARGENTINA,ESMERALDA/CAP GRELLA B°  MATIENZO,2752,1313,1322,-64.2365124648,-31.4383863212
1,10F,ESC MIGUEL A ZABALA ORTIZ,DIAZ DE LA FUENTE 3101  B°MATIENZO,1619,1343,1348,-64.2364227729,-31.4441990064
1,10G,COL NUESTRA SEÑORA DE NIEVA,AYACUCHO 442 B° GUEMES,4360,1384,1401,-64.1914103218,-31.4199697865
1,10G,E.N.E.T. N° 4 COPERNICO,MARIANO MORENO 551 B°  OBSERVATORIO,6273,1349,1374,-64.1995915826,-31.4190051787
1,10G,EE UU DE NORTEAMERICA,LA PAMPA 550 B°P DE LOS AND,2277,1375,1383,-64.2049225663,-31.4176412049
1,10G,ESC ADOLFO SALDIAS,BOLIVAR 896 B° GÜEM,1798,1402,1409,-64.1949934488,-31.4247720774
1,10H,ESC GDOR EMILIO OLMOS,AV FUERZA AEREA B°PARQUE  CAPITA,2543,1410,1418,-64.219881273,-31.4307336228
1,10H,ESC R ESCALADA DE SAN MARTIN,ESPORA 2283 B°ROSEDAL,3357,1419,1431,-64.2263793367,-31.4351889381
1,10H,IPEM 154 MARTIN M DE GUEMES,O NAVARRO 2751,1381,1439,1443,-64.2263845428,-31.4353159607
1,10I,PRIMARIA ELPIDIO TORRES,CALLE PUBLICA S/N,3123,1444,1454,-64.2225281146,-31.4524655357
1,10I,SAN JOSE ARTESANO,HUILICHES 1021,1393,1466,1470,-64.2136569022,-31.4562465603
1,10I,SECUNDARIA ELPIDIO TORRES,CALLE PUBLICA S/N,2839,1455,1465,-64.2225281146,-31.4524655357
1,10J,ESC BANDERA ARGENTINA,CASADO 634 STA ISABEL 1RA  SECCION,2738,1471,1481,-64.2347073545,-31.4710326573
1,10J,ESC MUNIC FERNANDEZ ORDOÑEZ,OLAVARRIA S/N° STA ISABEL 2DA  SECC,1346,1493,1498,-64.2284065626,-31.4786446924
1,10J,ESC.OSVALDO JORGE LEON,COLORADO ESQ LUAYABA,1853,1499,1506,-64.2343792929,-31.479527737
1,10J,ESCUELA DON ORIONE,J.B.COTTOLENGO 1955,3008,1482,1492,-64.2352876981,-31.475772062
1,10K,ESC BENITO SORIA,BARBADOS Y HAITI B° VICOR,3136,1507,1518,-64.2475182131,-31.4796165076
1,10L,COL SAN JOSE OBRERO,ARANI Y PJE. 17 V EL  LIBERTADOR,1599,1562,1567,-64.2157254489,-31.4782976617
1,10L,ESC MARTA JUANA GONZALEZ,DEFENSA Y CACHEUTA B°V.EL  LIBERTADOR 109,2430,1533,1542,-64.2178210548,-31.4686309828
1,10L,ESC MUNIC ALICIA MOREAU DE JUS,PILCOMAYO S/N°V EL  LIBERTADOR,2161,1543,1550,-64.216667978,-31.4690278108
1,10L,ESC PATRICIAS MENDOCINAS,IBARRA ESQ FORESITERI,1357,1587,1591,-64.2176957628,-31.4686102578
1,10L,ESC PROV DE SGO DEL ESTERO,CALLE 49 S/N° VILLA EL  LIBERTADOR,2189,1525,1532,-64.2110015152,-31.4798198251
1,10L,ESC PTE DR ARTURO U ILLIA,TOTORAL Y ARICA B°SANTA  ROSA,2636,1551,1561,-64.2076046065,-31.477491101
1,10L,ESC VICENTE FORESTIERI,ANIZACATE/CALLE 49 V. EL  LIBERTADOR,2379,1568,1576,-64.2247219513,-31.4803588871
1,10L,IPEM 123BLANCA ECHEMENDI,IBARRA ESQUINA  COSQUIN.VA.EL LIBERT.,2672,1577,1586,-64.2201578264,-31.4721534456
1,10L,IPEM 313 (ANEX0),DEFENSA Y CACHEUTA.V.EL  LIBERTADOR,1605,1519,1524,-64.2178210548,-31.4686309828
1,10M,ESC PRIMARIA GRACIELA DEL RIO,B° AMPLIACION CABILDO 0,541,1592,1594,-64.2280589761,-31.4829784424
8,110,ESC CARLOS MARIA DE ALVEAR,PUBLICA S/N,26,4462,4462,-63.5423588,-33.6649178
8,111,ESC PROV DOMINGO F SARMIENTO,CARLOS ALBERTO MAYOL S/N,917,4464,4467,-63.63861829,-33.6658610722
8,112,ESC.FORTIN HEROICO,ACOSTA 673,3278,4487,4498,-63.2937238285,-33.4201362925
8,112,ESC.NAC.DE COMERCIO,V.SARSFIELD 651,2715,4476,4486,-63.2933109894,-33.4190360815
8,112,INST.NTA.M.DE LAS MERCEDES,9 DE JULIO 271,2251,4468,4475,-63.2996742244,-33.4209956896
8,113,ESC DOMINGO F SARMIENTO,SRITA BERNARDINA BAIGORRI  229,510,4499,4500,-63.4715974491,-33.3985340127
8,114,ESCUELA PROV.FRENCH Y BERUTTI,25 DE MAYO 135,256,4501,4502,-63.905567,-33.0447044
8,116,ESC.CAP. F.D.ZARCO,MANUEL DE LA LASTR 623,1074,4503,4506,-63.8605318,-33.1990159
8,117,INSTITUTO DR.M. BELGRANO,SANTA EUFEMIA,1667,4508,4513,-63.4342295,-33.1828555947
8,118,ESC.MARTIN GUERRICO,UCACHA,1855,4521,4527,-63.50573,-33.0320599947
8,118,ESC.PROV.J.B.ALBERDI,UCACHA,1860,4514,4520,-63.50573,-33.0320599947
9,119,ESC.PROV.D.F.SARMIENTO,HIPOLITO IRIGOYEN 476,1300,4532,4536,-62.6223599999,-33.6071599944
9,119,INSTITUTO SEC. V.SARSFIELD,HIPOLITO YRIGOYEN 757,1019,4528,4531,-62.6223599999,-33.6071599944
1,11A,ESC BLAS PARERA,MONS DE ANDREA 1044 B° A  ALBERDI,1786,1629,1635,-64.2134148359,-31.3948729463
1,11A,ESC JOSE MARIA PAZ,AV COLON 2772 B° ALTO  ALBERDI,3732,1656,1670,-64.2181123876,-31.4032245107
1,11A,ESC MOYANO COUDERT,DUARTE QUIROS 3950 ALTO  ALBERDI,1268,1671,1675,-64.2337110852,-31.4047631984
1,11A,ESC PQUIAL SAN JOSE,VELEZ 252 B° ALTO ALBERDI,3039,1607,1618,-64.2224389115,-31.4069873487
1,11A,ESC SAN JOSE,CASEROS 3055 B° ALTO ALBERDI,2787,1636,1646,-64.222713787,-31.406410935
1,11A,ESC SAN LUIS GONZAGA,SANTA ROSA 2037 B° ALTO  ALBERDI,2281,1647,1655,-64.2089878628,-31.4050038977
1,11B,INSTITUTO TECNICO DON BOSCO,J VESPIGNANI 215 B° DON  BOSCO,2201,1676,1684,-64.273221129,-31.3864531107
1,11C,ESC GRAL SAN MARTIN,AV COLON 4751 B°LAS PALMAS,4699,1696,1712,-64.2413726487,-31.3959251203
1,11C,ESC MUNIC JUSTO PAEZ MOLINA,QUEBRACHO HERRADO Y YAVI  LAS PALMAS,1901,1727,1733,-64.2435083562,-31.4017314673
1,11C,IPEM MARCELA B. MOYANO COUDERT,DUARTE QUIROS 3915,1345,1734,1738,-64.2337110852,-31.4047631984
1,11D,ESC REPUBLICA DEL PERU,GOYENA Y GOMEZ CARRILLO,3151,1757,1768,-64.2205778469,-31.4286564519
1,11D,ESC SANTISIMA TRINIDAD,BLAMEY LAFORE 1248 - B°SAN  RAFAEL B,2134,1769,1776,-64.2221782465,-31.4226117996
1,11D,INST JESUS MARIA,VIEYTES SUD 1607 B° LOS  NARANJOS,4828,1739,1756,-64.219146583,-31.429551474
1,11E,ESC A CAPDEVILA,ALBERTO WILLIAMS ESQ.LOS  PLATANOS,1902,1799,1805,-64.2321026607,-31.4279413275
1,11E,ESC B DE MONTEAGUDO,SAN LUIS 3450 - B° LOS  PLATANOS,2999,1777,1787,-64.2297161162,-31.4136176354
1,11E,ESC JOSE MARMOL,AV LOS PLATANOS 1346,2713,1788,1798,-64.2310150057,-31.4229584241
1,11F,COL SAN BUENAVENTURA,AV DON BOSCO 5500 B° LOS  ROBLES,2194,1822,1829,-64.2511850431,-31.4023179148
1,11F,ESC BATERIA LIBERTAD,POTRERILLO Y VENTA Y MEDIA,2475,1830,1840,-64.2534369104,-31.4000196075
1,11G,ESC PRIMER TTE AVILA,ALTO ALEGRE B°PQUE  REPUBLICA 1050,2185,1841,1848,-64.2629742977,-31.4162891573
1,11G,JORGE LUIS BORGES,ALTO ALEGRE/NAMUNCURA,1355,1871,1875,-64.263864083,-31.4156054982
1,11H,ESC GABRIELA MISTRAL,27 DE ABRIL 5650 B°QUEB LAS  ROSAS,2722,1876,1885,-64.2555490311,-31.3937262518
1,11H,ESC REPUBLICA DE VENEZUELA,BOYERO 517 - B°CHATEAU  CARRERAS,2467,1886,1894,-64.2585995076,-31.3857860147
1,11I,AGUIRRE CAMARA,SANTA ANA ESQ AVIADOR  PETIROSSI,1290,1930,1935,-64.2483991349,-31.4118591416
1,11I,ESC MUNIC LUZ VIEYRA MENDEZ,ABEL N DE CHAVEZ RES SAN  ROQUE,2640,1895,1904,-64.2471493084,-31.4245382323
1,11I,ESC.REPUBLICA DEL ECUADOR,HURTADO DE MENDOZA ESQ  PEDRO ACUÑA,2357,1905,1913,-64.2428522127,-31.4231482916
1,11J,COLEGIO SAN JOSE,SOL DE MAYO 726 B° OBRERO,3147,1969,1980,-64.2106787252,-31.4170467284
1,11J,ESC GENERAL MOSCONI,FERREYRA R 2324 B°OBRERO,1583,1981,1986,-64.2158733654,-31.4148955342
1,11J,ESC LUTERANO CONCORDIA,SANTA ANA 2011 B°ALTO  ALBERDI,4213,1953,1968,-64.2129720678,-31.4165503127
1,11J,ESC ROMA,ECHEVERRIA 370 B°ALTO  ALBERDI,4516,1936,1952,-64.2168554835,-31.4106214777
1,11K,ESC EJERCITO ARGENTINO,LA RIOJA 3453 - B° VILLA SIBURU,2063,1987,1994,-64.2246520571,-31.3985975604
1,11K,IPEM 318 COMBATE DE LA TABLADA,LA TABLADA 4861,1280,2013,2018,-64.2404605461,-31.3911330762
9,120,ESC.PROV.SGTO.CABRAL,INTENDENTE MELQUIOT 922,2596,4546,4555,-62.4028899999,-33.6411199944
9,120,ESC.R.ESCALADA DE SAN MARTIN,AV. ESPA? 779,2019,4537,4545,-62.4028899999,-33.6411199944
9,121,ESC JOSE MARIA PAZ,BALDISSERA,1621,4556,4561,-62.3039199999,-33.1233199947
9,122,ESC PROV DOMINGO F SARMIENTO,PUBLICA S/N,139,4562,4562,-62.6089013529,-33.2574459756
9,123,ESC JUAN BAUTISTA ALBERDI,CAMILO ALDAO,1323,4570,4574,-62.0935399999,-33.1281099947
9,123,IPEM N°151 J URBIZU,BV JOSE M ALDAO 1160,1850,4563,4569,-62.0935399999,-33.1281099947
9,124,ESC.SEC.TOMAS THOMAS,CORDOBA 138,889,4575,4578,-62.3389569999,-33.4730141945
9,125,COLEGIO JUAN XXIII,CORRAL DE BUSTOS,1618,4586,4591,-62.1911065334,-33.2827015947
9,125,ESC HIPOLITO IRIGOYEN,CORRAL DE BUSTOS,1347,4600,4604,-62.1846202467,-33.2772291037
9,125,ESC NOR SUP MAESTROS ARGENTINO,CORRAL DE BUSTOS,2148,4592,4599,-62.1878425496,-33.289537201
9,125,ESC R ESCALADA DE SAN MARTIN,CORRAL DE BUSTOS,1914,4579,4585,-62.1834191176,-33.2855478832
9,126,COLEGIO SANTA JUANA DE ARCO,CRUZ ALTA,1540,4605,4611,-61.8061899998,-33.0078999948
9,126,ESC LIB GRAL SAN MARTIN,RIVADAVIA 1252 B°RIVADAVIA,1282,4619,4623,-61.8061899998,-33.0078999948
9,127,ESC DALMACIO VELEZ SARSFIELD,AV CORDOBA 324,1684,4624,4630,-62.5994246,-33.3960845945
9,128,ESC MARIANO MORENO,INRIVILLE,1370,4636,4640,-62.2278199999,-32.9442699948
9,128,INST JOSE MARIA PAZ,INRIVILLE,1372,4631,4635,-62.2278199999,-32.9442699948
9,129,INST SEC ISLA VERDE,LIBERTAD 446,3063,4642,4653,-62.3803071438,-33.3181093489
1,12B,ESC BARTOLOME HIDALGO,TEJEDOR 1958 B°SARMIEN,1804,2106,2112,-64.1550941424,-31.4317976576
1,12B,ESC DR LUIS A CAEIRO,ORTIZ Y HERRERA 1932 B°CRISOL  N,1295,2139,2143,-64.1625401302,-31.4298873667
1,12B,ESC HILARIO ASCASUBI,LUCIO V.MANSILLA ESQ. CADIZ,2553,2121,2130,-64.1535625355,-31.4389603543
1,12B,ESC JUAN LARREA,LUIS BRAILE 2273 B°SARMIEN,1812,2113,2120,-64.1553647363,-31.4319133665
1,12B,INST MANUEL BELGRANO,LUIS BRAILE 2384 B°SARMIENTO,1785,2131,2138,-64.1552220396,-31.4319125809
1,12C,ESC CORONEL OLMEDO,ALTOLAGUIRRE 680 B°CNEL  OLMEDO,3519,2144,2156,-64.1421919072,-31.4800170376
1,12D,CENTRO EDUC.ING.REGINO M.MADER,CHIRINO DE POSADAS 5400  B°S.FELIPE,1862,2203,2210,-64.1270434945,-31.4547442354
1,12D,ESC MUNICIPAL DR A SABATTINI,DIEGO DE PACHECO 4900,2141,2180,2187,-64.1331511867,-31.4567000848
1,12D,ESC PEDRO GOYENA,PJE GUASTONI 3472 B° BRIG S  MARTIN,3449,2167,2179,-64.1408571234,-31.4393838236
1,12D,POETA OSCAR GUIÑAZU ALVAREZ,ASTURIAS 3345,1885,2211,2218,-64.1420551511,-31.4352344942
1,12E,ESC LIBERTADOR GRAL S MARTIN,SGO MORALES 4400 B°FERREYRA,1600,2231,2238,-64.110900473,-31.4611708625
1,12E,ESC REPUBLICA DE COSTA RICA,RUTA 9 KM 8 1/2,1271,2226,2230,-64.0916743223,-31.4759766873
1,12F,COL.JOVENES ARGENTINOS,BOTAFOGO 3448 B° J.ESPINOSA,1923,2273,2279,-64.1751739702,-31.4530199091
1,12F,ESC EJERCITO ARGENTINO,CASTAÑARES 470 - B°JARDIN  DEL PILAR,2193,2265,2272,-64.1538834333,-31.4449280061
1,12F,ESC GRAL MANUEL BELGRANO,OLAEN Y AMBOY - B° OÑA,2727,2255,2264,-64.1657830593,-31.4502550034
1,12F,ESC MUNIC BRIG JUAN I DE S MAR,BRAGADO/TRENQUE LAUQUEN  B°J HERNDEZ,1937,2248,2254,-64.1560402081,-31.4449028584
1,12F,ESC MUNIC E MOLINARI ROMERO,PAMPAYASTA Y RUMIPAL  B°PQUE SCARLOS,2461,2239,2247,-64.1621013239,-31.4494736932
1,12F,ESCUELA ADVENTISTA HECTOR RHYS,TANINGA 3152,1098,2290,2293,-64.167042433,-31.448619225
1,12F,IPEM 167 JOSE MANUEL ESTRADA,B. DE O'HIGGINS 2656,2444,2280,2289,-64.1687879451,-31.4413126312
1,12G,ESC DR IGNACIO DUARTE QUIROS,FARADAY 5168,1096,2319,2322,-64.0876325313,-31.463834422
1,12G,ESC EJERCITO ARGENTINO,STEPHENSON Y FULTON  B°ITUZAINGO,3051,2300,2312,-64.0889090724,-31.4661481961
1,12G,ESC PRIMARIA CARLOS M DE ALVEA,VUCETICH 6410 B°ITUZAINGO,1699,2294,2299,-64.0973667646,-31.4652032667
1,12G,ESC SECUNDARIA CARLOS M DE ALV,FARADAY 5721 B°LOS  EUCALIPTUS,1658,2313,2318,-64.0874209007,-31.467550173
1,12H,ESC JOSE M ESTRADA,AV B DE O'HIGGINS KM 8 1/2,1888,2341,2347,-64.1686330716,-31.5020667838
1,12H,ESC MADRE TERESA DE CALCUTA,PALAMARA 2900,2542,2323,2331,-64.157959405,-31.4643071068
1,12H,ESC RAUL A FERREYRA,B DE O'HIGGINS 3500 B°S.E.P.,2498,2332,2340,-64.168727611,-31.4543616566
1,12H,J DE INF RAUL A.FERREYRA,B DE O'HIGGINS 3500 B°S.E.P,568,2348,2349,-64.168727611,-31.4543616566
9,130,ESC.PROV.GRAL SAN MARTIN,ISLAS MALVINAS 0,546,4654,4655,-62.1753107,-33.3114494
9,131,ESC DE COMERCIO Y BACHILLERATO,LEONES,2741,4672,4682,-62.3004999999,-32.6585699949
9,131,ESC JOAQUIN V GONZALEZ,RAMON INFANTE 422,2499,4656,4664,-62.3004999999,-32.6585699949
9,131,IPEM N°256-LIB GRAL SAN MARTIN,LEONES,1938,4665,4671,-62.3004999999,-32.6585699949
9,132,ESC GENERAL SAN MARTIN,LOS SURGENTES,2046,4684,4691,-62.0238999998,-32.9846299948
9,133,COLEGIO SAGRADO CORAZON,LARDIZABAL 545,3210,4692,4704,-62.0997890877,-32.6992897339
9,133,ESC BERNARDINO RIVADAVIA,SAN MARTIN 694,2915,4722,4732,-62.101193172,-32.6972529082
9,133,ESC MARIANO MORENO,SAN JUAN 1090 SUR,2108,4745,4752,-62.1083669573,-32.7031140198
9,133,ESC NORMAL SUP DR M BELGRANO,R SAENZ PEÑA Y S DEL ESTERO,4203,4705,4721,-62.1088111816,-32.6916794825
9,133,ESCUELA BARTOLOME MITRE,HIPOLITO YRIGOYEN 1409  NOROESTE,1360,4753,4757,-62.1106312838,-32.693378482
9,133,IPEM N°51 NICOLAS AVELLANEDA,MARCOS JUAREZ,3097,4733,4744,-62.1027981782,-32.6869812333
9,134,ESC JOSE MANUEL ESTRADA,MONTE BUEY,2211,4758,4765,-62.4561799999,-32.9155099948
9,134,ESC MANUEL BELGRANO,MONTE BUEY,1690,4766,4771,-62.4561799999,-32.9155099948
9,135,ESC.PROV.GRAL SAN MARTIN,AV ITALIA 448,280,4773,4773,-62.267972,-33.24807
9,136,ESC 9 DE JULIO,ALSINA 517 SUR,740,4779,4781,-61.9163899998,-32.7307899949
9,136,ESC ROQUE SAENZ PEÑA,ROCA,1226,4774,4778,-61.9163899998,-32.7307899949
9,137,INSTITUTO MANUEL BELGRANO,SAIRA,414,4782,4784,-62.1020669205,-32.4089031809
10,138,ESC PROV COMTE ROSENDO LEAL,CESAR MANUEL VERA S/N,577,4785,4787,-65.2825117208,-31.0411545078
10,139,ESC PROV JERONIMO CORTES,PUBLICA S/N,156,4792,4792,-65.3410607455,-31.0891356625
1,13A,ESC FRANCISCO A RIZZUTO,FDO DE LESSEPS 140 B°CENTRO  AMERICA,3827,2393,2406,-64.1731279685,-31.375393462
1,13A,ESC HENOCH D AGUIAR,J DE OLMEDO 650 B°LOS  GIGANTES,2696,2383,2392,-64.1673544397,-31.3634246945
1,13A,ESC MUNIC DR P CARANDE CARRO,MARTINEZ PAZ 80 B°CENTRO  AMERICA,1383,2430,2434,-64.170311577,-31.3713451549
1,13A,ESC P ALBARRACIN DE SARMIENTO,NERUDA Y ACAMPES B° VILLA  AZALAIS,3303,2418,2429,-64.174984466,-31.3677548554
1,13A,ESC R SANCHEZ DE CALDELARI,ALVAREZ DE LAS CASAS 280  AYACUCH,3007,2407,2417,-64.1711463751,-31.3797252189
1,13C,COLEGIO HORTUS CONCLUSUS,GIANELLI 500 B°GRAL BUSTOS,2245,2469,2477,-64.1756485227,-31.3950269978
1,13C,ESC ALEJO CARMEN GUZMAN,AUGUSTO LOPEZ 643 B°GRAL  BUSTOS,3227,2456,2468,-64.1727307867,-31.3934794854
1,13C,ESC CAPITAL FEDERAL,MAURICIO YADAROLA 653  B°GRAL BUSTOS,3037,2436,2447,-64.1680083142,-31.387955806
1,13C,ESC CRISTO REY,CURA BROCHERO B°GRAL BUSTO  753,2026,2448,2455,-64.1708784004,-31.3914660454
1,13E,ESC REPUBLICA DE LA INDIA,CNO MONTE CRISTO KM 5,744,2485,2488,-64.1074923714,-31.381863283
1,13F,ESC MODELO RACING,TREDENTINA B°NUEVA ITALI  2160,3036,2489,2499,-64.1433313268,-31.3887184208
1,13F,ESC SGTO CABRAL,P DE LEDESMA B°PQUE MTE  CRIST 1755,2385,2500,2509,-64.1410718286,-31.388623029
1,13G,ESC ESPIRITU SANTO,ISAAC 4847,6563,2512,2535,-64.1737056836,-31.3516665985
1,13G,ESC MUNIC GDOR A ZANICHELLI,STORNI S/N B°PQUE LICEO 3RA  SECC,1641,2536,2542,-64.1580584266,-31.356346386
1,13G,IPEM 21 ALFONSINA STORNI,BARTOLOME HIDALGO/ATALIVA  HERRERA,1627,2553,2558,-64.1460043736,-31.3351469716
1,13H,COL HIJAS DE MARIA INMACULADA,MADRE BRIGIDA PASTORINO  2733,3953,2570,2584,-64.143072657,-31.3785857425
1,13H,ESC JOSE MARIA PAZ,USANDIVARAS 2254  B°PATRICIOS,2698,2559,2569,-64.1403065175,-31.3779170615
1,13H,ESC MANUEL BELGRANO,ABRAMO 2545 B°BELGRANO,3164,2593,2604,-64.1354659459,-31.3710597821
1,13H,ESC MUNIC DR D LATELLA FRIAS,H DE AYOHUMA S/N  B°PATRICIOS,1337,2605,2609,-64.1357294863,-31.3677625003
1,13H,ESC PARROQUIAL SAN ROQUE,USANDIVARAS 2050 VILLA  CORINA,2188,2585,2592,-64.1430609751,-31.3779176194
1,13I,ESC MUNIC DR ALFREDO ORGAZ,PUBLICA S/N B°QTAS SAN JORGE  II,1639,2617,2622,-64.1335815471,-31.3722738649
1,13I,ESC MUNIC JORGE LUIS BORGES,QUINTA SAN JORGE,1912,2610,2616,-64.1320131745,-31.3735389343
1,13I,ESC MUNIC. MONSEÑOR ANGELELLI,FEDERICO RAUCH 2790,1093,2623,2626,-64.1316600029,-31.3765137006
1,13J,ESC ARTURO CAPDEVILA,A CAPDEVILA 709 Y BILIBISACATE,2130,2627,2637,-64.1631463001,-31.3769056604
1,13J,ESC CURA BROCHERO,JAMAICA 967 B°RESID AMERICA,3152,2638,2649,-64.160889998,-31.3789306656
1,13J,ESC GDOR H DEL CASTILLO,GELLY Y OBES 3110 VILLA  AZALAIS,2163,2650,2657,-64.1523338556,-31.3735639646
1,13J,ESC JUSTO PAEZ MOLINA,J MONTAÑO 1350 B° VILLA  AZALAIZ,2893,2669,2681,-64.1528465737,-31.3764981973
1,13J,ESC MUNIC J A PAREDES,FCO DEL PRADO 3900 V AZALAIS,1804,2696,2702,-64.1503352529,-31.3629752662
1,13J,ESC PARROQUIAL L STUCCHI BAUDO,NUEVO MUNDO 824 B°RESID  AMERICA,2938,2658,2668,-64.164306899,-31.3814712446
1,13J,ESC VICENTE F LOPEZ,TISSERA 1551 B° L N ALEM,3615,2682,2695,-64.1601911747,-31.3888210801
1,13K,DR JOSE RAMON IBAÑEZ,CAPDEVILLA KM 9 1/2,1395,2713,2718,-64.124037532,-31.3757906221
1,13M,ESC OLEGARIO V ANDRADE,CNO SGO DEL ESTERO KM 7 1/2,232,2721,2722,-64.1475294387,-31.3422874003
1,13N,ESC DR ANTONIO NORES,ALSINA 2032 B°YOFRE N,2403,2723,2731,-64.1333088655,-31.3851962386
