seccion,circuito,mesa,MOVIMIENTO AL SOCIALISMO,MOVIMIENTO DE ACCION VECINAL,PARTIDO POPULAR,ALIANZA FRENTE PARA LA VICTORIA,ALIANZA PROGRESISTAS,ALIANZA COMPROMISO FEDERAL,MST - NUEVA IZQUIERDA,ALIANZA CAMBIEMOS,ALIANZA FRENTE POPULAR,ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA (UNA)
026,389,8300,1,2,0,18,4,2,0,76,0,2,114
026,389,8305,0,1,1,37,5,1,0,77,0,3,133
026,389,8307,1,0,0,35,4,8,0,81,0,3,109
026,389,8306,0,1,0,34,7,5,0,51,0,2,136
026,389,8293,0,0,1,36,0,3,0,99,0,2,120
026,389,8292,2,1,2,31,9,11,1,59,1,1,110
026,389,8295,1,0,3,43,5,6,0,68,3,4,90
026,389,8294,0,0,2,32,6,8,2,83,1,5,94
026,389,8297,1,0,0,38,8,6,2,78,0,5,95
026,389,8296,2,2,0,25,6,13,0,73,0,5,126
026,389,8299,0,1,31,3,0,4,0,105,1,1,103
026,389,8298,2,0,0,41,5,10,1,68,0,4,102
026,389,8303,1,2,2,43,14,3,0,65,0,5,99
026,389,8302,1,0,3,46,3,7,1,57,1,2,100
026,379,8269,0,0,0,1,0,1,1,3,0,1,2
026,378,8255,0,1,0,39,5,8,0,63,3,5,0
026,378,8254,1,0,0,34,16,2,0,63,0,1,93
026,378,8257,0,0,0,0,0,0,0,0,0,0,0
026,378,8256,0,1,1,33,7,7,0,91,0,4,90
026,378,8251,2,0,2,38,15,2,1,57,0,3,105
026,378,8250,0,0,0,32,15,3,0,54,0,4,125
026,378,8253,1,0,2,42,9,8,0,56,2,3,106
026,378,8252,0,0,2,23,11,3,0,73,1,1,113
026,378,8259,0,0,0,43,8,1,1,61,0,2,89
026,378,8258,0,0,0,28,22,4,3,66,4,5,99
026,378,8246,1,0,0,50,6,7,0,49,1,1,102
026,378,8247,0,0,1,0,8,0,0,77,0,3,94
026,378,8248,0,0,1,33,8,12,1,66,1,2,102
026,378,8249,0,1,1,30,11,2,1,73,1,5,110
026,378,8268,2,0,2,37,7,9,0,73,1,3,98
026,378,8264,0,0,1,31,8,0,0,63,2,0,85
026,378,8265,1,0,3,38,12,13,1,67,0,2,95
026,378,8266,0,0,0,34,7,6,1,76,0,3,95
026,378,8267,1,0,0,39,6,10,0,57,0,4,94
026,378,8260,0,0,0,38,10,4,0,76,0,3,83
026,378,8261,2,1,0,34,11,7,0,62,0,4,104
026,378,8262,0,2,3,44,12,7,0,40,2,2,100
026,378,8263,1,0,1,30,11,5,0,67,1,5,92
026,373,8149,0,1,0,71,3,2,0,71,1,0,87
026,373,8148,2,2,0,65,4,11,0,64,2,0,89
026,373,8141,1,2,1,86,7,5,1,46,0,5,74
026,373,8143,0,0,0,69,3,4,2,55,3,4,98
026,373,8142,1,0,0,68,3,5,0,72,1,2,102
026,373,8145,0,0,1,52,5,10,0,74,2,1,90
026,373,8144,1,0,1,68,3,9,0,52,2,0,100
026,373,8147,2,0,0,68,5,5,0,40,1,3,108
026,373,8146,0,1,1,79,5,3,0,55,2,7,86
026,373,8150,1,2,2,68,3,6,0,50,1,4,101
026,373,8151,2,0,0,58,6,6,0,63,0,3,113
026,372,8136,0,0,1,87,4,3,0,37,1,5,37
026,372,8137,0,0,0,100,1,2,0,25,0,2,57
026,372,8138,0,0,0,96,4,3,0,39,0,2,47
026,372,8139,0,1,0,120,3,3,0,30,0,1,47
026,375,8158,1,0,1,27,3,4,0,106,0,4,85
026,375,8159,1,0,2,20,5,4,1,118,1,6,74
026,375,8156,1,0,0,27,7,2,0,96,0,3,76
026,375,8157,0,0,3,34,7,15,2,93,0,5,86
026,375,8154,1,1,2,25,7,7,3,72,1,4,94
026,375,8155,1,1,0,30,8,7,4,81,2,3,84
026,375,8220,0,1,1,26,8,6,1,149,0,8,54
026,375,8221,0,0,1,34,2,5,1,61,0,2,96
026,375,8222,0,0,0,39,1,6,0,93,3,3,70
026,375,8223,1,2,0,39,7,6,3,84,2,2,91
026,375,8224,1,0,0,43,7,12,1,79,0,1,65
026,375,8225,1,2,1,32,5,2,0,53,2,5,106
026,375,8226,0,0,1,43,5,11,0,79,1,3,98
026,375,8227,1,0,1,27,6,3,2,91,1,5,106
026,375,8228,1,0,0,38,8,4,0,125,0,2,55
026,375,8229,1,1,0,32,8,3,1,74,0,3,84
026,375,8233,0,0,0,35,4,11,1,93,0,1,79
026,375,8232,1,0,0,33,13,9,2,100,1,4,68
026,375,8231,1,1,3,25,5,7,0,103,2,0,73
026,375,8230,2,1,1,31,3,5,0,101,0,5,71
026,375,8237,1,0,0,26,10,7,0,108,0,3,80
026,375,8236,0,0,1,24,7,6,2,79,0,4,89
026,375,8235,0,2,0,26,5,9,0,92,1,4,84
026,375,8234,2,0,4,35,7,6,0,97,0,5,83
026,375,8239,1,4,0,27,8,9,2,69,1,7,86
026,375,8238,1,1,1,52,3,2,1,78,1,3,77
026,375,8208,1,1,1,30,8,4,0,90,1,3,75
026,375,8209,1,0,0,42,3,5,0,73,0,6,76
026,375,8206,0,0,0,38,6,6,1,103,0,2,63
026,375,8207,0,0,1,39,7,11,0,66,1,2,93
026,375,8204,0,0,0,41,4,8,0,64,1,3,97
026,375,8205,0,0,0,37,8,7,3,96,0,5,84
026,375,8202,0,0,1,34,5,9,1,102,0,2,84
026,375,8203,1,1,2,35,3,8,1,96,3,6,65
026,375,8200,0,0,0,50,5,9,2,78,2,1,83
026,375,8201,0,0,0,24,3,10,0,78,0,5,75
026,375,8219,0,0,1,29,13,3,0,17,0,4,77
026,375,8218,0,0,0,30,6,9,0,123,2,8,70
026,375,8211,0,0,1,26,9,2,1,97,1,2,88
026,375,8210,1,0,1,43,9,6,1,67,0,5,86
026,375,8213,2,1,0,29,2,6,0,84,4,5,84
026,375,8212,0,0,0,35,7,8,1,76,0,6,90
026,375,8215,0,2,0,40,9,12,2,72,0,4,12
026,375,8214,0,0,1,44,3,6,1,90,0,5,77
026,375,8217,3,2,0,40,4,5,0,76,0,2,89
026,375,8216,1,1,1,40,5,5,1,86,0,2,99
026,375,8192,1,1,2,40,4,7,2,46,2,4,84
026,375,8193,1,2,1,39,3,4,1,65,0,3,91
026,375,8190,2,0,2,32,9,7,0,102,0,8,65
026,375,8191,0,0,1,41,4,3,2,94,1,3,84
026,375,8196,1,0,1,30,6,4,0,130,0,8,56
026,375,8197,1,0,4,34,6,4,1,79,1,3,83
026,375,8194,0,1,3,31,6,3,0,74,0,6,77
026,375,8195,0,0,1,34,7,3,0,80,2,8,92
026,375,8198,1,0,1,32,5,8,1,90,1,8,93
026,375,8199,1,1,1,31,8,6,1,93,0,6,87
026,375,8189,0,0,0,31,7,3,0,89,1,1,66
026,375,8188,1,0,2,41,8,6,2,72,0,3,89
026,375,8185,1,0,1,29,2,5,0,114,1,3,68
026,375,8184,0,1,0,42,10,8,0,106,2,10,48
026,375,8187,0,0,2,43,4,3,2,100,0,1,63
026,375,8186,0,0,3,38,8,4,0,104,0,3,73
026,375,8181,1,1,1,31,5,5,0,81,0,2,73
026,375,8180,2,0,1,42,7,10,1,90,2,4,58
026,375,8183,1,1,0,34,7,8,1,97,0,4,78
026,375,8182,2,0,1,36,8,11,0,94,0,2,69
026,375,8170,0,0,2,21,10,4,1,118,0,2,79
026,375,8171,0,1,0,46,4,5,1,89,1,1,67
026,375,8172,1,0,2,31,9,7,0,73,1,4,77
026,375,8173,0,1,0,54,3,5,0,90,1,3,81
026,375,8174,1,1,1,31,5,4,1,129,2,0,56
026,375,8175,0,0,0,30,5,3,0,84,1,4,97
026,375,8176,0,2,3,29,9,6,1,83,0,3,31
026,375,8177,2,0,2,38,3,7,0,105,1,3,91
026,375,8178,0,1,0,31,3,6,2,95,2,2,83
026,375,8179,0,2,0,34,3,6,1,70,1,4,82
026,375,8163,2,3,2,34,5,5,0,99,3,5,77
026,375,8162,0,0,0,45,5,9,0,95,0,6,57
026,375,8161,2,0,0,35,6,13,0,66,0,0,95
026,375,8160,1,1,0,33,6,8,0,104,3,4,67
026,375,8167,1,1,2,41,7,8,0,78,3,6,71
026,375,8166,0,0,0,31,6,6,0,108,0,8,80
026,375,8165,1,0,0,39,8,2,2,80,3,4,80
026,375,8164,0,2,2,25,12,3,3,130,1,7,62
026,375,8169,0,0,2,41,0,3,4,87,0,3,94
026,375,8168,0,0,0,34,13,8,0,86,0,6,80
026,375,8242,0,2,2,27,6,8,0,135,2,2,80
026,375,8240,1,0,1,47,85,6,1,71,1,3,86
026,375,8241,0,0,1,53,6,7,0,91,2,7,73
026,374,8152,1,0,1,53,4,5,0,51,0,3,125
026,374,8153,0,0,0,61,2,4,0,68,2,0,105
026,377,8245,1,0,0,11,1,5,0,38,0,1,129
026,376,8243,0,0,0,84,0,3,0,57,0,0,29
026,376,8244,0,0,0,93,0,0,0,44,0,0,31
021,319,7643,0,0,0,25,0,6,1,75,4,5,96
021,319,7642,3,1,0,21,3,13,0,71,0,6,81
021,319,7646,0,3,2,45,6,5,1,57,1,7,82
021,319,7645,1,3,1,25,1,4,0,81,0,4,86
021,319,7644,2,1,0,23,3,4,2,75,2,8,82
021,318,7641,0,0,1,13,3,3,0,100,2,4,119
021,318,7640,0,0,1,23,2,4,0,97,0,3,112
021,331,7740,1,1,0,39,3,2,0,69,1,9,94
021,331,7728,0,0,1,22,2,4,2,50,0,9,128
021,331,7729,10,0,0,32,0,0,0,61,0,14,85
021,331,7739,0,0,1,24,2,6,3,65,1,6,110
021,331,7738,0,2,0,24,1,8,4,56,3,3,110
021,331,7733,1,2,1,26,3,7,1,60,2,6,99
021,331,7732,1,1,1,28,6,6,1,38,2,10,124
021,331,7731,4,0,0,23,2,4,1,74,1,5,103
021,331,7730,1,1,0,21,2,7,2,76,1,9,109
021,331,7737,0,1,0,25,1,6,0,74,1,5,106
021,331,7736,2,1,0,29,1,6,0,77,0,7,126
021,331,7735,1,1,3,27,2,4,0,68,1,15,117
021,331,7734,1,1,0,15,3,0,4,43,1,5,146
021,316,7597,1,0,0,23,6,13,3,65,2,7,123
021,316,7596,0,0,2,26,9,4,0,66,0,6,133
021,316,7595,1,1,0,17,7,9,0,90,2,5,110
021,316,7594,1,0,1,30,2,10,2,63,3,4,137
021,316,7593,4,0,1,35,8,7,2,76,0,6,115
021,316,7592,1,3,1,32,7,4,1,79,1,7,115
021,316,7591,4,1,1,29,3,10,1,67,2,5,114
021,316,7590,3,0,1,23,11,8,2,84,3,13,104
021,316,7517,0,0,1,35,11,4,6,80,0,9,112
021,316,7516,0,2,2,32,8,0,1,83,1,6,103
021,316,7515,0,0,2,34,8,4,1,68,1,6,114
021,316,7514,0,1,4,30,17,6,6,60,1,7,112
021,316,7513,1,2,2,37,9,2,3,79,0,11,123
021,316,7512,0,1,1,34,4,8,1,69,0,9,118
021,316,7511,2,0,1,32,11,6,1,97,1,8,81
021,316,7510,0,1,1,25,4,9,1,83,1,12,110
021,316,7519,1,0,0,29,15,9,3,89,0,6,106
021,316,7518,0,4,0,24,20,6,2,85,1,7,99
021,316,7522,1,0,4,43,6,7,0,67,1,2,110
021,316,7523,3,1,1,27,9,6,0,69,2,5,107
021,316,7520,0,0,4,22,9,6,3,73,0,9,109
021,316,7521,13,2,0,38,9,5,3,63,2,5,119
021,316,7526,0,2,1,21,5,5,1,73,3,6,137
021,316,7527,0,1,0,26,0,8,0,51,2,15,152
021,316,7524,1,3,0,42,11,13,3,72,0,9,102
021,316,7525,2,1,2,28,9,10,4,80,4,10,103
021,316,7528,1,1,2,25,2,7,0,62,1,5,134
021,316,7529,1,0,0,38,10,10,4,74,3,9,95
021,316,7539,2,2,1,25,5,12,1,67,2,8,127
021,316,7538,3,1,3,19,3,9,0,56,3,7,122
021,316,7535,3,0,1,27,5,6,2,67,2,5,121
021,316,7534,1,1,3,31,7,10,0,72,2,3,130
021,316,7537,2,0,1,26,5,12,4,67,0,7,121
021,316,7536,3,0,0,29,4,7,0,73,0,6,121
021,316,7531,2,2,0,24,8,6,2,82,2,5,99
021,316,7530,1,0,0,29,10,7,2,83,2,8,108
021,316,7533,1,6,3,32,13,10,0,62,2,10,122
021,316,7532,0,0,0,32,9,5,2,94,1,11,94
021,316,7548,1,1,1,27,14,4,1,87,1,7,110
021,316,7549,0,0,0,33,5,6,0,70,0,8,138
021,316,7540,2,1,1,15,10,4,2,82,0,8,111
021,316,7541,3,0,0,24,3,2,1,51,3,8,144
021,316,7542,2,3,0,30,6,7,2,73,0,6,122
021,316,7543,1,1,1,31,10,5,3,84,1,13,102
021,316,7544,0,2,5,30,14,2,1,98,1,3,83
021,316,7545,0,1,0,23,10,5,3,85,1,9,104
021,316,7546,0,0,1,35,7,9,1,63,0,6,130
021,316,7547,0,0,0,21,7,8,1,70,0,3,153
021,316,7498,0,2,0,25,6,7,0,52,2,7,131
021,316,7499,0,0,0,28,5,12,2,59,0,11,118
021,316,7492,0,0,3,32,5,8,2,65,3,5,130
021,316,7493,1,1,1,34,4,7,1,86,0,13,90
021,316,7490,1,2,1,29,5,2,0,37,1,7,110
021,316,7491,0,1,4,24,9,6,1,82,2,2,116
021,316,7496,2,0,0,28,8,4,0,84,3,7,93
021,316,7497,2,1,2,37,5,4,4,53,1,8,118
021,316,7494,0,0,2,29,8,8,2,82,1,15,118
021,316,7495,2,1,1,23,8,13,1,81,3,13,109
021,316,7559,1,0,0,19,3,7,0,58,1,14,137
021,316,7558,1,2,0,35,3,7,2,58,0,7,131
021,316,7553,1,2,1,22,6,14,0,76,0,11,109
021,316,7552,3,1,1,41,10,12,0,69,1,8,101
021,316,7551,0,1,1,19,8,4,3,106,1,12,97
021,316,7550,0,0,0,34,3,5,0,76,3,6,116
021,316,7557,2,1,2,35,9,8,4,55,1,10,132
021,316,7556,2,0,1,32,8,3,1,68,1,12,123
021,316,7555,5,3,0,24,12,8,1,86,1,5,97
021,316,7554,1,0,0,25,8,8,2,106,2,7,96
021,316,7485,6,0,1,15,13,3,1,110,3,4,96
021,316,7484,2,1,3,23,18,9,4,82,5,5,113
021,316,7487,1,0,1,31,16,4,0,65,0,7,133
021,316,7486,1,1,1,27,9,13,5,60,3,11,100
021,316,7481,2,0,1,30,9,6,6,93,1,8,103
021,316,7480,0,1,3,36,9,9,1,69,1,6,127
021,316,7483,0,0,2,35,7,12,1,69,1,5,109
021,316,7482,0,2,5,18,9,7,5,71,0,12,121
021,316,7489,1,3,0,24,21,8,1,105,1,6,92
021,316,7488,3,0,0,31,7,10,4,84,0,14,81
021,316,7566,0,3,2,27,9,8,3,86,2,6,84
021,316,7567,0,1,2,30,5,12,2,56,3,5,130
021,316,7564,1,1,1,35,2,9,2,55,1,3,127
021,316,7565,2,2,0,25,10,9,3,78,3,6,106
021,316,7562,1,1,1,33,6,4,3,79,0,5,106
021,316,7563,0,0,0,25,4,1,1,51,3,2,121
021,316,7560,5,3,5,26,7,9,3,81,2,11,89
021,316,7561,2,0,0,16,3,8,2,85,3,9,119
021,316,7568,2,0,0,27,9,1,1,94,0,6,103
021,316,7569,0,0,0,30,4,8,0,52,1,8,119
021,316,7571,3,1,0,25,4,9,4,79,3,7,113
021,316,7570,1,3,1,22,6,6,1,76,2,7,104
021,316,7573,6,3,3,37,6,12,0,66,2,8,103
021,316,7572,2,0,0,29,7,5,2,68,2,12,126
021,316,7575,0,2,3,34,3,7,3,61,5,4,120
021,316,7574,0,0,1,34,5,12,2,72,2,4,119
021,316,7577,0,1,4,23,4,9,0,55,1,11,127
021,316,7576,2,1,0,33,6,2,1,64,1,13,118
021,316,7579,2,0,1,22,9,7,2,81,0,10,122
021,316,7578,0,3,3,36,7,6,0,96,2,8,102
021,316,7478,2,2,2,42,7,6,3,57,1,4,125
021,316,7479,1,0,2,31,8,5,2,75,3,11,116
021,316,7476,1,1,1,22,14,5,3,76,4,10,113
021,316,7477,1,2,0,25,0,6,4,72,1,6,123
021,316,7588,0,1,3,32,3,7,1,70,0,6,132
021,316,7589,2,1,0,25,6,6,2,93,1,11,113
021,316,7584,2,0,1,32,10,4,1,68,1,6,125
021,316,7585,2,1,6,25,8,2,0,89,1,7,118
021,316,7586,1,0,3,30,7,7,2,70,0,9,101
021,316,7587,1,1,1,21,3,5,2,90,1,3,109
021,316,7580,2,0,1,26,5,9,0,69,5,7,135
021,316,7581,1,2,1,34,5,5,1,55,3,9,140
021,316,7582,0,1,3,32,8,9,3,72,0,11,103
021,316,7583,0,3,1,29,12,4,0,114,1,11,79
021,316,7504,1,2,0,38,6,10,1,54,1,8,130
021,316,7505,0,3,0,49,13,2,2,89,2,11,81
021,316,7506,4,1,3,27,14,6,0,92,1,15,101
021,316,7507,1,1,2,39,3,3,3,77,1,6,101
021,316,7500,1,1,1,31,15,4,1,88,5,11,38
021,316,7501,2,1,1,39,10,8,1,92,0,6,96
021,316,7502,5,1,2,20,4,9,2,62,1,4,140
021,316,7503,0,0,2,29,6,4,0,77,0,6,123
021,316,7508,0,1,0,34,3,8,1,82,4,10,125
021,316,7509,1,0,1,24,8,8,1,73,2,12,107
021,330A,7726,1,0,0,36,4,6,1,53,1,6,76
021,330A,7727,1,0,1,25,1,5,0,43,0,9,66
021,326A,7702,0,1,5,29,2,8,1,91,0,9,95
021,326A,7703,0,1,2,25,7,8,1,80,1,9,101
021,326A,7700,0,1,2,33,3,8,4,80,1,11,97
021,326A,7701,2,2,0,25,4,9,0,72,0,17,99
021,326A,7696,0,3,0,29,6,3,1,74,1,5,115
021,326A,7697,0,1,1,14,2,11,1,83,1,13,116
021,326A,7698,1,2,1,25,5,9,0,108,1,8,103
021,326A,7699,0,2,0,33,4,9,2,84,0,12,107
021,326C,7711,0,0,1,37,0,5,2,63,1,2,98
021,326C,7710,0,0,0,38,4,6,2,64,0,9,108
021,326C,7713,0,0,0,36,5,11,0,67,1,5,92
021,326C,7712,0,0,1,26,4,6,1,68,1,5,106
021,326C,7708,1,1,2,36,6,8,1,60,4,8,96
021,326C,7709,0,1,0,38,5,7,2,75,0,4,92
021,326B,7706,0,1,0,34,5,6,2,111,0,10,112
021,326B,7707,2,3,1,28,7,11,2,95,1,7,113
021,326B,7704,1,2,0,37,4,6,3,103,1,5,112
021,326B,7705,0,4,0,28,5,6,1,112,1,9,104
021,328B,7720,0,0,0,27,1,3,1,67,2,7,73
021,328B,7721,1,0,1,25,2,2,1,63,0,4,78
021,328B,7722,0,0,4,18,5,5,2,61,0,2,84
021,322,7648,0,0,0,0,0,0,0,10,0,1,12
021,323,7662,0,1,0,10,1,4,0,101,0,4,121
021,323,7661,1,0,0,8,4,5,0,92,0,3,130
021,323,7664,1,0,1,19,0,4,1,105,2,6,113
021,323,7650,0,0,0,18,3,0,0,88,2,7,135
021,323,7651,1,0,0,18,0,3,1,72,0,4,148
021,323,7652,0,1,1,17,4,2,0,93,0,1,131
021,323,7653,0,0,0,19,4,4,2,91,1,6,129
021,323,7654,0,1,3,26,1,2,0,97,1,4,125
021,323,7655,0,0,1,14,1,2,1,57,0,5,140
021,323,7656,1,0,2,19,1,5,2,86,1,3,132
021,323,7657,0,1,1,16,3,3,0,79,3,2,141
021,323,7658,0,0,3,26,0,4,0,80,0,3,156
021,323,7659,0,0,0,19,2,4,1,110,0,3,122
021,323,7649,0,0,1,19,3,3,0,71,0,2,143
021,323,7660,2,0,0,17,0,4,0,95,0,5,137
021,323,7665,3,1,1,14,1,0,1,69,0,5,159
021,323,7663,0,0,0,17,6,3,0,99,0,8,122
021,320,7647,0,0,0,0,0,0,0,2,0,0,2
021,326,7692,0,1,4,43,1,6,3,72,1,13,104
021,326,7694,1,1,0,19,0,5,0,62,5,12,126
021,326,7681,1,0,2,31,0,6,1,68,2,7,143
021,326,7695,0,2,3,41,2,10,1,57,5,8,115
021,326,7693,4,0,1,35,3,4,2,63,1,9,120
021,326,7679,0,0,3,27,3,5,1,69,1,7,134
021,326,7691,0,0,0,33,7,3,2,61,1,6,116
021,326,7690,1,1,2,28,0,9,3,58,1,5,126
021,326,7687,1,0,1,28,2,6,2,88,3,5,115
021,326,7686,0,3,0,21,4,3,1,62,2,11,136
021,326,7685,1,0,3,40,3,5,1,71,2,9,109
021,326,7684,0,0,1,27,2,5,0,64,1,10,123
021,326,7683,0,0,0,21,11,5,2,89,0,10,115
021,326,7682,1,2,0,36,3,7,0,67,2,9,125
021,326,7678,2,1,1,14,4,9,0,64,0,2,139
021,326,7680,0,1,3,35,3,10,1,72,2,4,114
021,326,7676,0,0,2,22,4,8,0,66,0,6,123
021,326,7677,0,0,0,43,2,7,2,76,2,8,106
021,326,7675,0,0,2,29,1,10,0,75,4,8,122
021,326,7689,5,1,3,27,0,4,0,65,2,2,124
021,326,7688,0,2,0,29,1,7,0,59,1,9,132
021,327,7715,0,1,0,8,1,4,0,77,0,3,108
021,327,7714,0,0,2,6,1,1,0,83,0,1,110
021,324,7669,1,1,1,30,8,5,0,67,0,7,89
021,324,7668,2,0,0,26,1,6,0,81,1,3,109
021,324,7667,0,0,0,33,10,4,2,66,4,5,96
021,324,7666,2,2,1,43,4,7,0,73,0,2,86
021,325,7674,1,0,0,12,1,3,0,98,0,2,92
021,325,7672,1,1,0,18,8,3,0,69,2,3,94
021,325,7673,0,0,1,11,1,3,0,78,0,3,104
021,325,7670,3,0,3,9,1,4,1,77,1,7,85
021,325,7671,0,0,0,11,2,0,0,107,1,3,80
021,328,7719,0,0,1,48,6,4,1,72,0,3,76
021,328,7718,0,2,2,30,3,5,2,73,1,8,98
021,328,7717,1,0,1,52,6,2,0,67,3,8,82
021,328,7716,2,0,1,55,3,9,1,67,2,11,80
021,329,7723,2,0,0,12,2,1,1,38,0,1,75
021,317,7639,1,1,0,72,3,7,1,61,0,18,62
021,330,7724,0,0,2,27,3,8,0,84,1,8,98
021,330,7725,1,1,1,33,2,4,1,80,0,4,95
021,316J,7638,0,3,0,33,7,4,1,73,2,10,108
021,316J,7632,2,2,0,28,3,9,3,76,0,14,107
021,316J,7633,1,1,0,24,3,11,0,73,4,10,105
021,316J,7631,0,2,2,23,1,9,0,63,3,14,122
021,316J,7636,2,1,1,26,1,7,4,79,1,9,110
021,316J,7637,0,0,2,34,5,5,0,59,0,9,122
021,316J,7634,1,1,0,30,10,6,1,78,2,11,108
021,316J,7635,4,1,1,36,8,11,2,73,2,7,104
021,316H,7625,1,0,0,49,10,6,4,105,3,10,74
021,316H,7627,1,0,1,37,7,9,2,86,1,13,84
021,316H,7626,1,1,0,36,8,2,5,111,2,14,69
021,316I,7630,3,0,1,23,11,6,2,73,0,9,74
021,316I,7629,0,0,1,23,15,7,4,70,0,4,73
021,316I,7628,0,0,0,29,15,2,7,79,0,10,72
021,316F,7618,0,0,0,0,0,0,0,0,0,0,0
021,316F,7619,0,0,1,26,1,9,2,60,0,7,80
021,316F,7620,2,1,0,33,0,5,2,58,0,8,82
021,316G,7624,0,0,2,26,2,11,0,83,6,9,100
021,316G,7621,0,2,2,30,2,7,0,96,7,6,105
021,316G,7623,5,0,1,36,0,4,0,90,9,6,93
021,316G,7622,0,1,0,55,2,6,0,78,5,7,100
021,316D,7612,0,0,1,36,3,1,0,49,0,6,67
021,316D,7613,1,0,0,35,0,1,0,59,0,12,57
021,316E,7614,2,1,1,33,1,12,1,49,2,7,86
021,316E,7615,0,0,0,30,3,6,2,54,0,8,96
021,316E,7616,0,0,2,15,4,3,1,45,1,4,110
021,316E,7617,1,0,1,28,1,4,1,43,1,5,121
021,316B,7610,0,1,0,29,2,3,1,39,1,4,29
021,316C,7611,0,0,1,21,3,2,0,47,0,4,46
021,316A,7609,2,1,0,36,3,7,1,78,3,10,87
021,316A,7599,4,1,4,48,11,6,2,70,1,23,80
021,316A,7598,1,0,1,43,5,7,4,63,0,13,99
021,316A,7607,1,2,3,41,5,3,2,79,3,7,93
021,316A,7606,0,1,0,47,6,8,2,64,4,8,103
021,316A,7605,0,0,1,49,4,9,1,80,4,6,89
021,316A,7604,3,1,0,43,1,14,1,65,0,14,88
021,316A,7603,0,1,0,42,7,11,1,81,1,6,85
021,316A,7602,1,1,1,46,8,4,1,57,2,12,108
021,316A,7601,4,0,1,39,10,5,0,83,0,6,79
021,316A,7600,1,0,3,30,5,8,5,76,3,7,88
021,316A,7608,0,0,0,59,4,6,2,63,2,13,90
020,313,7463,0,1,1,11,0,2,0,51,0,0,122
020,313,7464,0,0,1,15,4,2,1,62,0,2,115
020,312,7462,0,0,0,1,0,0,0,1,0,0,6
020,311,7461,0,0,1,20,1,1,1,40,0,2,38
020,279A,7021,0,0,0,8,1,3,1,23,0,10,48
020,279A,7020,0,0,1,9,0,1,0,24,0,1,41
020,315,7474,1,3,0,19,2,5,0,80,2,5,135
020,315,7475,0,1,0,23,0,10,0,70,1,4,130
020,314,7469,0,1,1,16,4,6,1,47,1,7,141
020,314,7468,1,1,4,20,3,9,2,51,1,2,115
020,314,7470,0,1,1,35,1,2,1,63,0,5,119
020,314,7471,0,0,2,26,3,4,0,92,1,2,107
020,314,7472,1,0,3,26,2,7,0,60,1,2,126
020,314,7473,2,0,2,12,2,6,0,80,0,6,129
020,314,7467,0,0,1,20,2,9,1,57,0,3,97
020,314,7466,2,1,2,15,4,2,0,94,0,7,116
020,314,7465,1,1,1,21,2,4,1,87,0,6,113
020,277,6954,0,0,1,16,4,3,0,74,0,1,120
020,277,6949,0,1,0,13,0,1,2,113,0,2,92
020,277,6948,0,0,1,9,4,4,0,75,2,0,128
020,277,6950,0,1,0,10,4,5,0,96,3,1,97
020,277,6951,0,4,1,16,5,3,0,89,0,2,105
020,277,6952,0,0,1,23,2,5,2,72,1,3,111
020,277,6953,0,0,0,18,4,4,1,105,0,0,87
020,277,6947,1,0,0,26,3,8,1,77,1,5,98
020,277,6955,0,1,2,23,1,2,1,73,3,2,109
020,278,6961,0,0,0,12,0,2,0,78,2,2,88
020,278,6960,0,0,1,14,1,2,0,66,1,5,99
020,278,6958,1,0,0,8,1,3,0,93,0,1,101
020,278,6959,1,0,1,14,2,2,1,74,1,1,81
020,278,6956,0,0,1,11,2,5,1,70,0,3,103
020,278,6957,1,0,0,13,1,3,1,87,1,2,83
020,279,6963,1,1,3,32,3,9,0,74,1,3,105
020,279,6962,0,0,0,19,3,4,0,71,0,3,119
020,279,6965,3,0,1,28,5,0,1,71,0,4,117
020,279,6964,2,2,2,21,3,11,0,58,1,4,131
020,279,6967,0,0,1,21,6,3,0,91,1,0,111
020,279,6966,1,0,0,16,5,4,0,94,0,1,114
020,279,6969,0,1,1,16,7,7,0,119,0,10,96
020,279,6968,2,0,1,17,6,12,0,116,1,7,80
020,279,6985,0,0,0,14,2,8,1,100,0,1,110
020,279,6984,2,0,0,21,4,0,0,106,0,6,78
020,279,6983,0,1,0,15,3,4,1,93,0,3,91
020,279,6982,0,0,0,16,3,4,1,70,0,1,114
020,279,6981,1,0,2,14,6,8,1,91,0,7,109
020,279,6980,3,2,4,27,2,15,0,90,1,3,9
020,279,7018,1,2,0,27,2,4,2,85,0,3,15
020,279,7017,2,1,1,16,5,4,1,63,5,1,108
020,279,7016,0,0,2,16,0,10,0,85,0,2,118
020,279,6998,2,0,0,12,3,4,0,91,1,5,115
020,279,7014,4,2,2,21,2,3,1,69,0,7,113
020,279,7015,1,1,0,8,5,2,0,76,3,5,111
020,279,7012,0,1,3,19,3,4,0,88,1,5,104
020,279,7013,0,3,2,22,4,8,0,111,2,2,106
020,279,7010,0,1,0,20,3,2,0,78,1,6,108
020,279,6999,0,0,0,20,8,7,1,95,2,4,96
020,279,7002,0,1,0,17,4,9,0,91,1,4,110
020,279,6989,1,0,0,24,3,3,0,62,1,4,111
020,279,6988,0,2,0,17,5,7,1,80,0,3,131
