seccion,circuito,mesa,MOVIMIENTO AL SOCIALISMO,MOVIMIENTO DE ACCION VECINAL,PARTIDO POPULAR,ALIANZA FRENTE PARA LA VICTORIA,ALIANZA PROGRESISTAS,ALIANZA COMPROMISO FEDERAL,MST - NUEVA IZQUIERDA,ALIANZA CAMBIEMOS,ALIANZA FRENTE POPULAR,ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES,ALIANZA UNIDOS POR UNA NUEVA ALTERNATIVA (UNA)
023,347A,7901,0,0,1,7,1,3,1,94,1,0,90
023,339,7799,0,1,0,70,2,5,0,38,1,1,98
023,339,7798,2,0,1,81,4,4,0,63,1,0,71
023,339,7802,2,2,2,76,0,7,0,30,0,1,81
023,339,7801,1,0,2,75,5,4,0,48,1,2,86
023,339,7800,1,0,0,69,2,3,0,38,3,1,95
023,338,7793,1,0,1,13,0,3,2,80,2,3,159
023,338,7795,0,0,0,17,4,2,0,87,0,5,152
023,338,7794,1,0,1,21,0,2,1,62,3,3,171
023,338,7797,0,0,1,19,4,5,0,91,3,2,148
023,338,7796,2,0,0,12,5,4,0,87,1,6,147
023,337,7788,1,0,2,107,2,2,0,88,1,2,57
023,337,7789,0,0,2,90,3,1,0,92,0,3,71
023,337,7786,1,0,0,80,4,2,1,96,3,5,68
023,337,7787,0,0,0,87,3,3,1,88,1,2,91
023,337,7784,3,0,0,89,1,2,0,109,0,4,58
023,337,7785,0,0,0,94,6,3,0,102,0,1,65
023,337,7790,1,1,1,103,1,3,0,95,0,2,62
023,336,7777,1,0,2,37,6,8,1,58,0,6,136
023,336,7776,0,0,0,51,11,9,0,73,0,4,116
023,336,7775,1,1,0,34,5,8,1,60,0,11,150
023,336,7774,0,2,1,21,5,9,0,50,0,6,163
023,336,7773,0,0,1,33,7,9,3,56,1,5,153
023,336,7772,1,1,0,37,7,7,0,91,0,7,110
023,336,7771,1,2,3,29,6,9,0,91,2,1,96
023,336,7770,0,1,1,44,7,12,0,69,0,9,107
023,336,7755,1,0,0,33,2,11,0,77,1,4,132
023,336,7759,1,0,1,33,3,17,0,58,2,1,140
023,336,7757,2,2,1,40,13,5,1,86,0,4,115
023,336,7756,0,1,0,38,5,9,2,68,1,2,112
023,336,7779,0,0,1,30,3,16,1,83,1,7,119
023,336,7758,0,1,0,44,8,14,0,64,1,5,124
023,336,7754,0,0,0,42,6,15,0,45,2,3,150
023,336,7782,1,1,0,50,6,8,0,58,1,8,129
023,336,7783,1,2,1,34,4,10,4,78,0,7,133
023,336,7780,0,3,1,25,8,14,2,55,0,8,136
023,336,7781,0,2,0,30,6,5,2,64,2,10,140
023,336,7764,2,0,2,38,5,10,1,90,1,4,118
023,336,7765,0,0,0,42,3,15,0,62,1,4,131
023,336,7766,0,0,1,38,5,9,1,60,1,3,137
023,336,7767,2,0,1,56,1,13,1,47,0,6,144
023,336,7760,1,0,0,32,4,13,1,70,1,2,138
023,336,7761,1,0,0,24,7,10,2,61,2,10,142
023,336,7762,0,1,0,28,8,12,2,53,1,11,140
023,336,7763,0,0,0,38,7,5,0,72,0,5,141
023,336,7778,1,0,0,36,2,5,0,39,1,5,150
023,336,7768,1,2,1,59,5,12,1,70,1,3,83
023,336,7769,0,0,0,45,3,11,1,54,0,3,143
023,344,7874,0,0,0,23,4,4,0,107,2,6,108
023,344,7875,2,1,1,23,2,2,0,49,0,8,112
023,344,7876,0,2,0,21,3,2,0,103,1,5,101
023,344,7877,2,0,1,17,9,7,0,128,1,2,99
023,344,7870,0,0,2,20,1,3,1,84,0,4,108
023,344,7871,0,1,1,37,5,2,0,98,0,7,92
023,344,7872,1,0,0,26,1,0,0,89,0,10,95
023,344,7873,0,0,0,32,2,1,0,95,1,9,6
023,344,7878,1,0,0,21,3,2,0,111,0,8,96
023,344,7879,0,0,3,23,4,6,0,102,0,5,91
023,344,7889,0,2,2,33,2,8,0,87,0,13,84
023,344,7888,0,0,0,33,0,0,0,90,1,5,98
023,344,7881,1,0,0,24,5,0,0,99,1,1,82
023,344,7880,0,1,3,24,5,4,0,100,0,8,98
023,344,7883,0,1,0,30,1,5,0,66,0,7,117
023,344,7882,0,0,0,23,5,2,0,84,0,4,120
023,344,7885,0,0,3,20,6,3,0,108,0,4,101
023,344,7884,0,0,0,20,3,9,0,73,3,3,111
023,344,7887,1,0,0,28,5,2,1,75,0,7,94
023,344,7886,2,0,0,24,7,3,0,91,1,8,98
023,344,7867,0,0,2,35,1,2,0,102,1,7,97
023,344,7866,0,0,1,21,2,4,0,102,1,4,101
023,344,7865,1,0,3,23,0,0,0,113,5,4,91
023,344,7864,1,1,1,30,2,3,3,114,0,7,73
023,344,7863,0,0,0,23,2,3,0,111,1,6,101
023,344,7862,0,0,3,26,3,1,1,73,1,7,83
023,344,7861,1,1,0,23,6,3,1,64,1,5,114
023,344,7869,0,1,0,34,3,0,0,96,1,6,107
023,344,7868,2,1,0,23,8,5,0,114,2,5,79
023,344,7892,1,2,2,23,6,4,0,94,0,5,80
023,344,7893,0,0,1,26,3,3,0,99,2,2,93
023,344,7890,0,0,1,25,2,1,1,83,0,4,99
023,344,7891,1,0,0,29,5,3,2,72,1,2,95
023,345,7894,0,0,0,12,1,3,0,42,0,1,102
023,345,7895,0,0,1,14,0,2,0,41,1,1,110
023,346,7896,0,0,0,41,0,2,0,101,1,2,91
023,346,7897,1,0,1,37,1,7,1,111,0,1,75
023,346,7898,0,0,0,42,0,2,0,110,0,1,83
023,346,7899,0,2,0,44,0,1,0,95,1,3,95
023,347,7900,0,0,1,0,1,1,0,46,0,1,140
023,340,7816,0,0,1,16,2,8,0,125,1,3,101
023,340,7817,4,1,2,31,1,3,3,83,4,4,110
023,340,7814,1,1,0,18,4,3,1,83,0,3,136
023,340,7815,1,0,1,18,10,5,2,116,1,4,102
023,340,7812,0,0,0,20,7,2,0,102,0,5,108
023,340,7813,1,0,2,17,6,7,1,85,2,5,124
023,340,7810,0,1,0,30,6,7,0,96,0,6,122
023,340,7811,1,1,1,7,6,5,1,117,0,5,119
023,340,7818,1,3,0,21,8,7,2,79,1,8,106
023,340,7819,1,0,3,25,3,5,0,74,0,5,118
023,340,7830,0,0,3,33,3,4,0,85,3,3,107
023,340,7831,1,0,2,22,4,5,0,60,2,8,155
023,340,7803,0,0,3,14,2,0,0,99,0,7,125
023,340,7805,1,0,0,31,4,5,0,77,1,6,131
023,340,7804,0,0,0,20,4,2,0,96,3,4,107
023,340,7807,0,1,0,15,3,5,1,115,1,4,101
023,340,7806,0,0,1,11,6,3,0,120,3,6,121
023,340,7809,1,0,0,17,5,6,1,105,0,5,130
023,340,7808,0,0,0,35,9,3,0,62,0,5,133
023,340,7829,1,2,0,28,8,5,2,72,2,5,124
023,340,7828,1,1,0,21,11,3,1,115,2,11,101
023,340,7823,1,1,1,16,6,7,3,97,1,2,131
023,340,7822,0,0,1,16,10,9,0,58,0,5,151
023,340,7821,0,0,2,22,7,3,0,75,3,4,117
023,340,7820,0,0,0,13,8,2,1,107,0,2,121
023,340,7827,3,1,0,23,4,5,1,86,0,2,103
023,340,7826,1,0,2,20,4,7,0,99,1,5,113
023,340,7825,2,0,0,20,3,8,1,114,2,6,94
023,340,7824,1,0,1,17,3,7,1,70,1,5,133
023,341,7841,0,0,1,35,3,5,0,59,0,3,126
023,341,7840,0,0,2,32,2,7,0,70,3,3,102
023,341,7838,0,1,3,32,0,8,0,54,1,3,112
023,341,7839,1,0,1,19,2,4,0,81,0,0,117
023,341,7842,1,1,1,19,5,9,1,24,0,0,125
023,341,7843,1,1,0,18,3,4,0,69,3,0,120
023,341,7845,1,0,2,19,4,2,1,62,0,4,128
023,341,7844,0,2,1,35,4,7,0,49,0,1,117
023,341,7832,1,1,1,23,1,8,1,64,0,6,120
023,341,7833,1,1,0,15,7,3,0,79,2,3,118
023,341,7834,1,1,2,22,8,2,0,68,0,5,119
023,341,7835,0,0,0,23,3,9,0,56,1,6,128
023,341,7836,1,0,0,23,4,3,0,84,2,4,118
023,341,7837,1,1,1,30,3,7,0,92,0,1,100
023,342,7852,0,0,1,36,2,12,0,67,1,6,87
023,342,7853,0,1,2,42,2,3,1,82,1,1,102
023,342,7850,0,0,1,32,7,14,0,83,1,3,97
023,342,7851,1,1,7,40,2,11,0,106,1,1,83
023,342,7849,0,0,1,38,3,6,1,93,0,1,99
023,342,7848,0,4,2,26,4,4,1,90,0,1,95
023,342,7854,0,0,0,31,1,11,0,78,1,2,166
023,342,7855,0,1,1,29,2,10,1,84,0,1,113
023,342,7856,0,0,3,37,6,9,0,50,3,4,106
023,342,7847,0,2,0,39,2,13,1,89,1,0,81
023,342,7846,1,1,2,36,3,7,0,85,1,1,105
023,342,7858,1,0,3,31,3,5,0,85,1,2,91
023,342,7857,1,0,3,32,3,5,0,91,0,5,86
023,343,7859,3,1,4,10,1,4,0,79,3,0,100
023,343,7860,0,2,2,19,1,4,0,64,0,3,92
023,348,7957,2,0,0,33,5,11,0,107,4,4,105
023,348,7956,0,2,0,41,7,8,2,56,0,7,130
023,348,7955,0,0,0,46,7,8,0,57,1,10,129
023,348,7954,0,1,2,45,5,13,0,49,3,5,127
023,348,7953,3,1,1,46,8,7,0,81,0,3,95
023,348,7952,0,1,0,27,7,10,0,123,0,9,79
023,348,7951,0,0,2,37,6,12,1,81,1,5,113
023,348,7950,1,0,2,33,5,9,1,86,1,12,116
023,348,8017,0,0,1,41,6,8,0,79,2,9,122
023,348,8016,1,0,0,36,6,6,1,95,1,6,102
023,348,8015,0,1,0,63,6,10,1,64,4,6,104
023,348,8014,2,1,1,38,3,15,2,55,3,0,107
023,348,8013,2,1,3,21,7,5,1,84,2,5,118
023,348,8012,1,0,1,38,6,10,0,73,2,3,98
023,348,7959,1,0,0,27,10,14,2,50,1,2,129
023,348,7958,0,1,2,43,7,6,2,64,1,8,112
023,348,8021,1,1,2,37,8,9,1,57,1,8,128
023,348,7962,2,0,0,35,4,12,3,61,0,6,130
023,348,7963,0,1,2,36,8,2,0,66,0,8,122
023,348,7960,0,0,3,28,5,7,1,77,1,3,132
023,348,7961,1,0,0,42,9,11,0,58,1,6,114
023,348,7966,0,0,1,38,8,6,0,64,1,4,133
023,348,7967,0,0,1,34,6,7,0,85,0,2,125
023,348,7964,0,2,3,39,8,5,0,65,0,3,118
023,348,7965,0,0,1,44,9,11,2,63,0,11,121
023,348,8022,2,0,0,37,6,5,2,71,1,5,123
023,348,8023,1,6,1,40,9,11,2,75,1,4,113
023,348,7968,2,0,0,31,3,6,2,74,2,4,124
023,348,7969,3,1,3,36,14,6,0,76,1,8,99
023,348,8019,2,1,1,44,0,6,0,77,0,10,109
023,348,8018,2,1,2,29,2,7,3,71,2,9,138
023,348,7979,1,1,0,37,1,7,1,54,0,8,135
023,348,7978,1,1,0,44,3,7,1,63,3,10,114
023,348,7975,0,1,2,35,5,11,1,50,2,6,133
023,348,7974,0,0,0,43,12,18,0,95,1,6,91
023,348,7977,4,2,0,29,8,7,3,73,2,3,122
023,348,7976,0,0,1,39,7,5,0,74,1,11,120
023,348,7971,3,1,2,30,4,8,3,95,0,2,118
023,348,7970,0,1,1,44,7,9,0,68,2,2,121
023,348,7973,5,1,0,53,2,10,0,51,1,6,128
023,348,7972,0,1,0,37,4,11,1,70,2,2,116
023,348,8020,0,0,2,33,5,13,0,72,1,3,144
023,348,8011,0,0,0,34,8,6,0,81,0,5,122
023,348,8010,0,2,0,26,5,7,1,94,1,6,121
023,348,7908,1,0,0,50,9,5,2,59,0,7,114
023,348,7909,0,0,0,51,8,9,1,78,1,4,116
023,348,7902,0,0,0,38,6,11,0,64,2,5,112
023,348,7903,2,0,0,28,5,17,1,64,1,2,136
023,348,7904,1,1,0,56,3,5,0,72,3,4,118
023,348,7905,1,1,3,30,4,5,0,81,2,9,117
023,348,7906,1,0,0,29,6,11,2,61,0,9,110
023,348,7907,3,0,0,62,2,10,1,44,3,10,123
023,348,8008,2,2,0,36,10,9,0,63,0,10,15
023,348,8009,0,0,1,33,5,10,1,94,1,9,98
023,348,7919,1,0,1,15,8,8,1,99,3,3,14
023,348,7918,0,1,1,40,4,8,1,98,0,7,96
023,348,7913,2,1,0,57,2,6,0,85,2,6,111
023,348,7912,2,2,1,30,4,10,1,47,4,5,151
023,348,7911,0,0,2,28,2,8,0,68,0,7,139
023,348,7910,0,1,1,41,10,10,0,69,3,6,114
023,348,7917,1,0,1,38,8,9,1,117,3,9,75
023,348,7916,1,0,0,33,5,11,0,75,0,7,95
023,348,7915,1,0,0,23,14,5,0,98,0,2,115
023,348,7914,3,1,0,41,11,5,2,84,3,5,107
023,348,8000,0,0,2,37,6,6,0,68,0,8,129
023,348,8001,0,0,0,33,6,3,0,79,0,5,126
023,348,7980,1,0,0,32,9,9,0,61,1,8,119
023,348,7981,0,0,0,51,2,7,2,52,0,13,14
023,348,7982,0,1,1,28,5,13,2,83,3,4,113
023,348,7983,0,0,1,53,6,9,1,57,0,48,117
023,348,7984,0,0,1,44,5,8,0,56,1,8,141
023,348,7985,2,0,1,50,6,10,1,75,1,7,109
023,348,7986,0,0,0,31,2,8,1,65,0,4,14
023,348,7987,0,0,0,32,6,9,1,80,1,0,124
023,348,7988,0,0,0,30,10,9,1,82,0,2,116
023,348,7989,13,0,1,33,5,1,1,61,1,2,127
023,348,7926,1,0,0,43,4,4,0,59,1,8,134
023,348,7927,0,1,0,32,11,1,0,66,11,8,134
023,348,7924,0,1,1,34,2,6,0,71,1,4,128
023,348,7925,0,0,1,42,3,6,1,47,1,4,125
023,348,7922,1,0,1,36,7,13,0,76,0,2,116
023,348,7923,0,0,1,43,11,7,1,67,1,10,121
023,348,7920,1,1,1,44,9,9,1,59,2,5,117
023,348,7921,1,0,0,41,3,4,1,49,1,5,146
023,348,7928,0,1,0,31,4,11,0,83,1,6,116
023,348,7929,1,1,0,29,6,12,1,66,0,8,128
023,348,7993,1,0,0,44,7,8,0,102,0,5,89
023,348,7992,1,0,0,36,5,4,0,114,1,4,88
023,348,7991,0,0,1,29,7,2,2,75,2,9,112
023,348,7990,0,1,0,33,4,7,0,42,1,3,141
023,348,7997,0,0,2,43,4,7,1,61,1,5,124
023,348,7996,3,0,1,56,5,5,0,50,2,9,127
023,348,7995,3,1,2,29,8,8,0,99,0,8,106
023,348,7994,1,0,1,25,8,3,0,78,0,5,127
023,348,7999,0,0,0,34,7,12,1,88,3,9,98
023,348,7998,0,1,1,40,10,13,0,85,2,10,99
023,348,7931,1,0,1,41,3,5,2,84,1,7,112
023,348,7930,2,0,0,54,9,8,2,99,2,7,83
023,348,7933,0,1,0,31,10,8,1,74,2,3,125
023,348,7932,1,0,2,43,4,6,2,73,0,6,116
023,348,7935,0,0,0,35,9,6,0,100,2,9,102
023,348,7934,0,0,0,39,15,5,0,80,1,3,116
023,348,7937,0,0,0,57,7,16,0,64,1,7,95
023,348,7936,1,1,1,44,4,16,0,72,0,1,112
023,348,7939,3,0,0,49,13,13,0,58,2,5,102
023,348,7938,0,1,0,32,2,13,0,85,1,5,119
023,348,7944,1,1,4,32,4,8,0,68,2,4,125
023,348,7945,0,0,0,61,5,18,0,73,0,3,107
023,348,7946,2,1,0,37,4,4,0,80,1,6,117
023,348,7947,0,0,0,37,10,3,0,73,2,6,124
023,348,7940,1,0,0,45,7,4,0,66,2,5,109
023,348,7941,0,0,1,38,8,9,0,75,1,3,131
023,348,7942,2,0,0,44,4,13,1,67,1,4,107
023,348,7943,1,0,0,33,9,16,2,69,0,8,107
023,348,8004,1,0,0,32,4,12,1,91,1,6,111
023,348,8005,1,1,2,47,10,0,0,78,1,6,105
023,348,8006,2,1,0,48,0,5,1,69,2,4,109
023,348,8007,0,1,0,33,12,5,0,110,0,6,90
023,348,7948,2,1,1,61,11,8,1,63,0,4,98
023,348,7949,0,0,1,25,9,5,0,99,0,6,83
023,348,8002,0,2,1,29,2,15,0,45,0,2,141
023,348,8003,0,1,0,45,7,6,0,38,2,3,153
023,349,8035,0,1,0,26,5,2,9,70,1,3,142
023,349,8034,0,1,2,15,6,6,1,106,1,1,130
023,349,8037,0,2,4,26,1,5,1,74,0,3,146
023,349,8036,0,0,1,30,2,7,0,67,0,3,153
023,349,8031,2,0,4,24,3,5,1,78,1,9,127
023,349,8030,0,2,1,25,6,3,1,63,0,3,136
023,349,8033,3,1,3,46,3,3,1,71,2,3,106
023,349,8032,1,1,1,22,4,7,0,61,2,4,161
023,349,8028,0,0,0,22,4,6,0,104,2,4,133
023,349,8029,0,0,0,18,3,3,1,102,0,7,129
023,349,8026,0,0,1,19,2,5,1,56,0,2,163
023,349,8027,0,0,0,21,1,5,0,81,0,2,149
023,349,8024,0,0,0,29,1,4,1,63,1,3,161
023,349,8025,0,0,1,25,4,5,0,92,0,5,148
023,337A,7791,0,0,0,17,5,3,0,104,0,2,103
023,337A,7792,0,0,1,16,3,9,1,88,0,2,133
023,349A,8039,0,1,0,75,1,1,0,37,0,1,35
023,349A,8038,0,0,0,75,0,0,0,43,2,1,37
004,53B,4056,0,0,0,0,0,0,0,0,0,0,0
004,53A,4055,0,0,0,0,0,1,0,0,0,0,19
004,51A,4052,0,0,1,11,0,0,0,14,0,0,16
004,43B,3953,2,0,0,13,2,0,1,49,1,4,53
004,43C,3954,0,0,0,0,1,0,0,0,0,0,0
004,43A,3952,0,1,1,47,0,0,0,17,0,2,55
004,48,4040,0,0,1,33,0,1,0,51,1,2,77
004,48,4041,0,0,2,29,0,1,0,51,0,1,71
004,49,4042,0,0,2,17,1,2,0,15,0,0,10
004,46,4035,0,0,0,12,0,0,0,15,0,2,56
004,46,4034,1,0,0,27,0,1,0,15,1,1,41
004,46,4036,0,0,0,20,0,1,0,14,0,2,57
004,47,4039,0,0,0,18,2,0,0,3,0,0,7
004,44,3988,1,0,0,40,10,2,0,62,2,4,104
004,44,4026,2,0,0,53,0,6,0,50,0,5,110
004,44,4027,1,0,1,52,4,3,0,48,2,3,108
004,44,4024,2,0,0,55,2,2,0,27,1,2,121
004,44,4025,1,1,1,54,2,1,0,46,2,4,70
004,44,4022,1,0,1,46,2,4,2,58,1,8,108
004,44,3982,0,0,1,47,3,1,0,21,1,4,103
004,44,4020,1,0,0,46,1,3,1,53,0,7,87
004,44,4021,1,0,1,38,5,2,1,46,1,8,109
004,44,4008,0,1,0,44,2,6,0,55,0,3,99
004,44,4009,0,0,0,44,2,3,0,34,0,2,128
004,44,4000,0,0,0,0,0,0,0,0,0,0,0
004,44,4001,0,0,0,54,0,8,0,43,1,1,81
004,44,4002,0,1,1,58,5,3,0,34,1,1,104
004,44,4003,0,1,1,46,5,8,0,27,0,2,108
004,44,4004,0,1,0,56,4,3,0,40,1,2,98
004,44,4005,0,0,0,43,2,1,0,40,0,1,76
004,44,4006,1,0,0,47,5,1,1,39,0,4,119
004,44,4007,0,2,2,40,3,4,0,43,5,2,112
004,44,3971,1,1,0,61,6,1,0,51,0,1,100
004,44,3970,1,2,1,41,4,3,3,24,1,4,106
004,44,3973,0,0,0,0,1,4,0,75,0,5,170
004,44,3972,0,3,0,49,4,0,0,40,0,3,97
004,44,3975,2,0,0,49,2,4,0,44,0,2,186
004,44,3974,2,1,0,39,1,1,0,43,1,4,107
004,44,3977,0,1,0,41,6,2,0,49,1,5,111
004,44,3976,0,4,1,56,4,2,0,52,2,1,90
004,44,3979,0,0,0,58,2,3,0,62,0,3,98
004,44,3978,2,0,0,66,1,6,0,60,0,1,9
004,44,3995,1,1,2,45,4,2,0,54,1,3,105
004,44,3994,2,2,0,44,3,0,0,51,0,7,114
004,44,3993,2,2,3,42,8,3,2,63,2,7,89
004,44,3992,0,3,0,48,0,3,0,41,0,3,124
004,44,3991,0,0,0,0,0,0,0,0,0,0,0
004,44,3989,1,3,1,37,5,2,1,56,0,1,103
004,44,3959,0,2,0,42,2,5,1,55,0,3,92
004,44,3958,0,0,1,46,2,5,0,53,0,5,122
004,44,3999,0,0,2,39,2,1,0,53,0,4,107
004,44,3998,0,0,0,58,0,2,0,62,0,3,100
004,44,3957,0,0,0,52,4,1,0,39,0,9,85
004,44,3956,0,0,0,48,3,4,0,39,0,3,109
004,44,3955,0,1,0,46,5,0,0,50,3,2,106
004,44,3997,2,1,0,46,1,2,1,36,0,4,105
004,44,4018,0,2,1,46,3,3,0,32,1,2,105
004,44,4023,1,0,0,44,2,3,0,63,1,2,103
004,44,3996,0,1,1,46,3,3,1,42,2,6,120
004,44,4019,0,2,0,42,6,3,1,65,0,1,96
004,44,3987,2,0,2,49,3,5,0,60,0,10,98
004,44,4012,0,2,0,50,2,2,0,33,1,2,117
004,44,4013,0,0,0,54,1,4,1,55,0,2,109
004,44,3990,0,1,1,57,1,1,1,36,0,5,88
004,44,4011,0,0,1,45,4,7,0,47,0,2,93
004,44,4010,2,0,2,51,2,7,0,50,1,3,103
004,44,4017,0,1,1,51,2,1,0,42,1,3,87
004,44,4016,0,0,0,51,2,2,1,48,5,1,96
004,44,4015,4,1,1,46,5,4,1,51,1,0,100
004,44,4014,0,0,0,49,4,0,0,41,0,2,114
004,44,3966,1,0,2,45,1,5,1,56,0,2,96
004,44,3967,0,0,0,47,3,3,0,40,0,7,98
004,44,3964,0,0,2,42,5,3,0,66,1,1,112
004,44,3965,0,1,0,41,3,2,0,73,2,0,112
004,44,3962,1,0,1,53,2,0,0,30,1,2,103
004,44,3963,1,0,2,63,1,2,0,39,1,2,116
004,44,3960,0,1,1,46,3,0,1,49,1,5,30
004,44,3961,0,0,1,67,5,1,1,46,1,6,85
004,44,3984,0,1,1,46,3,2,0,44,0,3,116
004,44,3985,2,0,0,51,3,1,0,49,1,1,87
004,44,3986,2,1,0,61,3,3,4,49,1,3,81
004,44,3983,1,1,0,50,1,1,0,43,1,2,112
004,44,3980,0,1,1,50,0,2,0,54,0,3,113
004,44,3981,1,1,1,3,2,4,1,51,1,5,114
004,44,3968,0,2,1,37,4,4,0,53,0,2,104
004,44,3969,0,0,2,47,1,1,1,55,1,3,82
004,45,4031,1,1,1,41,0,4,0,31,1,5,80
004,45,4030,0,0,0,53,2,0,0,18,0,2,92
004,45,4033,0,1,0,49,3,1,0,19,1,3,78
004,45,4032,0,1,1,48,1,1,1,17,2,0,72
004,42,3948,0,0,0,23,0,0,0,13,1,0,72
004,42,3949,1,0,0,15,3,0,0,13,0,0,77
004,42,3950,0,0,2,28,1,2,0,13,0,1,74
004,43,3951,0,0,1,1,0,0,0,4,0,0,10
004,44A,4028,2,2,0,53,1,1,0,59,2,2,67
004,44A,4029,1,2,1,64,2,1,0,44,1,4,60
004,46B,4038,0,0,0,16,0,0,0,9,0,2,17
004,46B,4037,0,0,0,11,0,4,0,33,4,2,14
004,54A,4064,0,0,0,5,0,2,0,2,2,40,0
004,50A,4046,0,0,36,0,1,1,0,34,3,1,63
004,50A,4047,0,0,0,47,0,1,0,29,1,2,52
004,50A,4048,0,0,0,44,2,0,0,34,2,1,45
004,55,4066,0,0,2,70,2,6,1,55,2,7,30
004,55,4067,1,0,0,75,1,5,0,36,0,1,53
004,55,4065,0,2,1,85,0,3,0,32,0,3,2
004,55,4068,1,0,1,73,3,1,0,44,0,2,38
004,55,4069,0,1,0,58,0,0,0,31,0,3,63
004,55,4071,0,0,1,92,0,3,1,23,1,3,42
004,55,4070,0,0,0,62,0,1,0,38,3,0,50
004,55,4072,0,1,2,83,0,2,0,24,5,0,41
004,54,4057,1,1,1,78,5,8,2,45,4,19,51
004,54,4062,1,0,0,88,7,3,3,28,2,24,50
004,54,4060,2,0,1,94,4,4,4,31,3,13,68
004,54,4061,0,0,0,80,4,2,2,35,6,16,54
004,54,4063,1,1,3,86,5,6,3,43,2,11,58
004,54,4059,5,3,1,81,6,2,0,40,1,12,45
004,54,4058,1,1,0,83,11,3,1,41,2,18,51
004,57,4098,1,1,0,78,1,1,0,22,0,1,83
004,57,4097,1,0,0,72,0,0,0,35,1,1,83
004,57,4096,0,0,1,75,2,0,1,17,1,2,82
004,57,4095,2,0,1,59,2,0,0,27,4,4,73
004,56,4080,0,0,0,0,0,0,0,0,0,0,0
004,56,4081,1,0,1,40,2,15,0,37,3,2,97
004,56,4082,1,1,0,39,4,2,0,54,2,7,87
004,56,4083,0,1,0,33,4,3,1,54,0,7,87
004,56,4079,1,0,2,37,3,3,1,67,0,5,79
004,56,4078,1,1,2,42,0,5,0,63,0,4,90
004,56,4086,1,0,1,30,5,4,2,61,1,0,100
004,56,4087,0,1,1,39,0,3,0,41,2,4,95
004,56,4075,0,0,1,29,6,7,0,57,1,13,112
004,56,4074,0,0,0,45,1,6,1,44,0,1,105
004,56,4077,0,1,3,52,5,7,1,43,1,2,78
004,56,4076,0,3,1,48,0,7,2,41,2,1,92
004,56,4091,0,1,2,33,5,6,1,63,2,6,94
004,56,4093,1,3,2,33,7,7,1,35,4,4,118
004,56,4088,0,1,1,42,1,2,1,39,3,7,74
004,56,4092,0,0,0,47,5,2,0,70,1,4,81
004,56,4090,2,0,1,36,3,12,2,72,0,2,88
004,56,4094,2,2,0,45,1,6,0,69,0,1,106
004,56,4089,0,0,1,36,3,8,0,55,1,3,98
004,56,4084,0,0,2,27,2,1,0,56,0,2,100
004,56,4085,1,2,2,46,1,7,0,36,4,3,100
004,51,4049,0,0,0,120,1,0,0,35,0,3,66
004,51,4051,0,0,0,107,1,0,1,30,2,3,72
004,51,4050,0,0,3,84,1,0,2,25,3,1,80
004,50,4044,0,0,1,52,0,0,1,22,1,5,65
004,50,4045,1,0,2,41,0,0,0,27,2,3,64
004,50,4043,1,0,1,47,1,2,0,29,0,1,77
004,53,4054,0,0,0,1,0,0,0,0,0,0,4
004,52,4053,0,0,0,15,1,0,0,19,0,0,33
004,55A,4073,1,1,0,11,0,1,0,12,0,2,15
010,142,5049,0,0,1,43,1,5,4,54,1,5,115
010,142,5048,2,0,1,47,1,5,1,48,0,0,120
010,142,5047,0,0,3,35,2,5,1,50,0,2,136
010,142,5046,0,0,0,43,0,5,0,57,0,5,120
010,142,5045,0,0,1,34,3,2,1,50,1,1,137
010,142,5044,0,0,1,59,2,5,0,51,0,5,100
010,140,5040,0,0,2,27,3,3,0,12,0,0,59
010,141,5042,0,1,0,8,0,0,0,3,0,0,8
010,138D,5036,0,0,0,73,0,0,0,1,0,0,25
010,141A,5043,0,1,1,49,2,3,0,13,0,0,18
010,140A,5041,0,0,0,5,1,0,0,3,0,0,45
010,138A,5032,0,0,0,4,0,0,0,0,0,0,6
010,139B,5039,0,0,2,28,4,3,1,21,0,1,78
010,138B,5033,0,0,0,25,0,0,0,3,0,1,31
010,138C,5034,0,0,0,37,0,0,0,7,0,1,45
010,138C,5035,1,1,1,31,0,3,0,3,0,1,62
010,142A,5050,0,0,0,49,0,3,2,12,0,1,40
010,139A,5038,0,0,0,5,0,0,0,1,0,0,34
010,139,5037,0,1,1,41,1,1,0,29,0,0,79
010,138,5029,1,0,0,23,2,3,1,28,0,4,112
010,138,5030,0,0,0,10,6,1,0,23,1,1,136
010,138,5031,0,0,0,32,2,2,1,31,0,5,122
011,146,5064,0,1,2,42,2,7,0,76,0,3,94
011,146,5061,1,1,1,33,8,3,0,79,0,6,84
011,146,5060,1,1,2,24,5,6,2,73,0,3,81
011,146,5063,0,0,0,25,2,10,0,48,1,5,101
011,146,5062,2,0,0,24,2,5,1,52,0,5,87
011,146,5059,0,0,0,31,2,4,0,62,0,4,109
011,144,5051,0,0,0,71,1,4,0,19,0,0,94
011,144,5052,0,0,0,79,0,4,0,8,1,0,93
011,144,5053,1,1,2,96,0,1,0,9,0,0,76
011,145,5056,0,1,0,11,0,2,1,50,0,0,89
011,145,5057,0,0,1,9,1,2,1,54,0,0,100
011,144B,5055,0,0,0,4,0,0,0,0,0,1,17
011,144A,5054,0,0,0,36,0,0,0,1,0,0,16
011,146A,5065,1,0,0,0,0,0,0,0,1,3,0
